Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDB51,,Low Fat,0.038267861,Dairy,62.0852,OUT027,1985,Medium,Tier 3,Supermarket Type3,1622.384904
FDE40,15.6,Regular,0,Dairy,62.4194,OUT018,2009,Medium,Tier 3,Supermarket Type2,804.9522
DRG15,6.13,Low Fat,0.076735903,Dairy,62.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,1225.072
FDB51,6.92,Low Fat,0.038422076,Dairy,62.5852,OUT013,1987,High,Tier 3,Supermarket Type1,438.0964
FDE40,,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596
FDE40,15.6,Regular,0.099125013,Dairy,63.0194,OUT035,2004,Small,Tier 2,Supermarket Type1,1032.257772
DRG15,6.13,Low Fat,0.077169953,Dairy,63.0536,OUT017,2007,Medium,Tier 2,Supermarket Type1,1225.072
DRG15,,Low Fat,0.076364306,Dairy,63.0536,OUT027,1985,Medium,Tier 3,Supermarket Type3,825.6946642
FDE40,15.6,Regular,0.099704558,Dairy,63.1194,OUT017,2007,Medium,Tier 2,Supermarket Type1,1300.3074
FDB51,6.92,Low Fat,0.038446805,Dairy,63.5852,OUT035,2004,Small,Tier 2,Supermarket Type1,751.0224
FDE40,15.6,Regular,0.099344826,Dairy,63.6194,OUT045,2002,Small,Tier 2,Supermarket Type1,743.0328
FDE40,15.6,Regular,0.099061255,Dairy,63.7194,OUT013,1987,High,Tier 3,Supermarket Type1,1073.544451
FDB51,6.92,LF,0.038671588,Dairy,64.2852,OUT017,2007,Medium,Tier 2,Supermarket Type1,438.0964
FDX14,13.1,Low Fat,0.075092011,Dairy,73.2354,OUT045,2002,Small,Tier 2,Supermarket Type1,1036.134439
FDX14,13.1,Low Fat,0.075363922,Dairy,73.8354,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204
FDX14,,Low Fat,0.13121032,Dairy,74.0354,OUT019,1985,Small,Tier 1,Grocery Store,75.2354
DRE15,13.35,Low Fat,0.017782033,Dairy,74.2012,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.832902
DRE15,,Low Fat,0.01769927,Dairy,74.2012,OUT027,1985,Medium,Tier 3,Supermarket Type3,1290.3204
DRH39,20.7,Low Fat,0.093214498,Dairy,74.667,OUT017,2007,Medium,Tier 2,Supermarket Type1,2143.876
DRE15,,Low Fat,0.031139933,Dairy,74.8012,OUT019,1985,Small,Tier 1,Grocery Store,303.6048
FDX14,13.1,Low Fat,0.07494003,Dairy,75.0354,OUT046,1997,Small,Tier 1,Supermarket Type1,902.8248
DRE15,13.35,Low Fat,0.017821466,Dairy,75.1012,OUT045,2002,Small,Tier 2,Supermarket Type1,1366.2216
DRH39,20.7,Low Fat,0.092878183,Dairy,75.167,OUT045,2002,Small,Tier 2,Supermarket Type1,1695.993021
DRE15,13.35,Low Fat,0.017770596,Dairy,75.3012,OUT013,1987,High,Tier 3,Supermarket Type1,1065.587281
FDX14,13.1,Low Fat,0.07492586,Dairy,75.3354,OUT035,2004,Small,Tier 2,Supermarket Type1,1065.845239
DRH39,20.7,Low Fat,0.093067785,Dairy,75.567,OUT018,2009,Medium,Tier 3,Supermarket Type2,1720.66059
DRE15,13.35,Low Fat,0,Dairy,75.7012,OUT017,2007,Medium,Tier 2,Supermarket Type1,1442.1228
DRH39,20.7,Low Fat,0.1551444,Dairy,75.867,OUT010,1998,Medium,Tier 3,Grocery Store,1711.787121
DRH39,,Low Fat,0.092241348,Dairy,75.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.144
DRH39,,low fat,0,Dairy,75.967,OUT019,1985,Small,Tier 1,Grocery Store,153.134
FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,OUT049,1999,Medium,Tier 1,Supermarket Type1,601.8832
FDC40,16,Regular,0.065431917,Dairy,76.1986,OUT017,2007,Medium,Tier 2,Supermarket Type1,1869.5664
FDC40,16,Regular,0.065051586,Dairy,76.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.5804
FDX14,,Low Fat,0.07457713,Dairy,76.2354,OUT027,1985,Medium,Tier 3,Supermarket Type3,1022.235637
FDC40,16,Regular,0.065063889,Dairy,76.2986,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.85536
DRH39,20.7,Low Fat,0.09261307,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268
FDX14,13.1,Low Fat,0.074877667,Dairy,76.6354,OUT013,1987,High,Tier 3,Supermarket Type1,1054.119927
DRE15,13.35,Low Fat,0.017813048,Dairy,77.0012,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.923641
FDX14,13.1,Low Fat,0.075245304,Dairy,77.1354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1071.102164
DRH39,20.7,LF,0.092672678,Dairy,77.267,OUT035,2004,Small,Tier 2,Supermarket Type1,1711.386783
DRE15,13.35,Low Fat,0.017857847,Dairy,77.5012,OUT018,2009,Medium,Tier 3,Supermarket Type2,1518.024
DRE15,13.35,Low Fat,0.029769107,Dairy,77.6012,OUT010,1998,Medium,Tier 3,Grocery Store,1108.494341
DRE15,13.35,Low Fat,0,Dairy,77.6012,OUT046,1997,Small,Tier 1,Supermarket Type1,986.7156
DRH39,20.7,Low Fat,0.092834313,Dairy,77.667,OUT049,1999,Medium,Tier 1,Supermarket Type1,2220.443
FDC40,16,Regular,0.06519584,Dairy,78.3986,OUT045,2002,Small,Tier 2,Supermarket Type1,1342.184032
DRH39,20.7,Low Fat,0,Dairy,78.467,OUT046,1997,Small,Tier 1,Supermarket Type1,1607.907
FDC40,16,Regular,0.065328932,Dairy,78.4986,OUT018,2009,Medium,Tier 3,Supermarket Type2,1791.6678
FDC40,16,Regular,0.065165046,Dairy,79.3986,OUT049,1999,Medium,Tier 1,Supermarket Type1,856.8846
FDC40,,Regular,0.064748814,Dairy,79.4986,OUT027,1985,Medium,Tier 3,Supermarket Type3,1227.800095
FDC40,16,Regular,0.065009745,Dairy,79.5986,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832
DRK39,7.02,Low Fat,0.049823902,Dairy,82.225,OUT013,1987,High,Tier 3,Supermarket Type1,2746.425
DRK39,7.02,Low Fat,0,Dairy,82.325,OUT035,2004,Small,Tier 2,Supermarket Type1,635.71365
DRK39,7.02,LF,0.083464455,Dairy,82.425,OUT010,1998,Medium,Tier 3,Grocery Store,607.554675
DRK39,7.02,Low Fat,0.049942926,Dairy,82.425,OUT049,1999,Medium,Tier 1,Supermarket Type1,1414.825
DRK39,7.02,Low Fat,0.049966527,Dairy,82.525,OUT045,2002,Small,Tier 2,Supermarket Type1,614.08503
DRK39,7.02,Low Fat,0.049865399,Dairy,82.925,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15
FDT38,18.7,Low Fat,0.057654132,Dairy,83.1566,OUT045,2002,Small,Tier 2,Supermarket Type1,1606.5754
DRK39,,Low Fat,0.049623924,Dairy,83.225,OUT027,1985,Medium,Tier 3,Supermarket Type3,1498.05
FDT38,18.7,Low Fat,0.0576269,Dairy,83.3566,OUT049,1999,Medium,Tier 1,Supermarket Type1,1860.2452
DRK39,7.02,Low Fat,0,Dairy,83.825,OUT017,2007,Medium,Tier 2,Supermarket Type1,1414.825
DRK39,7.02,Low Fat,0.05006853,Dairy,84.025,OUT018,2009,Medium,Tier 3,Supermarket Type2,631.145385
FDT38,18.7,Low Fat,0.057489563,Dairy,84.7566,OUT013,1987,High,Tier 3,Supermarket Type1,1711.744294
FDC16,11.5,Regular,0.020653603,Dairy,84.954,OUT018,2009,Medium,Tier 3,Supermarket Type2,865.54
FDC16,11.5,Regular,0.020611526,Dairy,84.954,OUT045,2002,Small,Tier 2,Supermarket Type1,865.54
FDC16,11.5,Regular,0.020686161,Dairy,85.054,OUT017,2007,Medium,Tier 2,Supermarket Type1,1731.08
FDT38,18.7,Low Fat,0.057526565,Dairy,85.2566,OUT035,2004,Small,Tier 2,Supermarket Type1,1705.899309
FDT38,18.7,Low Fat,0.057771828,Dairy,85.3566,OUT018,2009,Medium,Tier 3,Supermarket Type2,591.8962
FDT38,,Low Fat,0.057258817,Dairy,85.3566,OUT027,1985,Medium,Tier 3,Supermarket Type3,1490.715395
FDV14,,Low Fat,0.044281997,Dairy,85.8856,OUT027,1985,Medium,Tier 3,Supermarket Type3,1939.515058
FDW14,8.3,Regular,0.038270946,Dairy,85.9198,OUT049,1999,Medium,Tier 1,Supermarket Type1,784.447774
FDB04,11.35,Regular,0.063483863,Dairy,85.9856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1073.530216
FDB16,8.21,Low Fat,0.044925784,Dairy,86.0198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564
FDC16,11.5,Regular,0.020565921,Dairy,86.054,OUT035,2004,Small,Tier 2,Supermarket Type1,1384.864
FDC16,11.5,Regular,0.020601791,Dairy,86.054,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.648
FDB04,11.35,Regular,0.063173691,Dairy,86.1856,OUT013,1987,High,Tier 3,Supermarket Type1,1494.0552
DRH51,17.6,Low Fat,0.097216576,Dairy,86.1856,OUT046,1997,Small,Tier 1,Supermarket Type1,1607.878554
FDB16,,Low Fat,0.044708228,Dairy,86.2198,OUT027,1985,Medium,Tier 3,Supermarket Type3,1928.499604
FDT38,18.7,Low Fat,0.0578629,Dairy,86.2566,OUT017,2007,Medium,Tier 2,Supermarket Type1,1742.038294
FDV14,19.85,Low Fat,0.044749173,Dairy,86.2856,OUT017,2007,Medium,Tier 2,Supermarket Type1,1798.407618
FDT38,18.7,Low Fat,0.057537445,Dairy,86.3566,OUT046,1997,Small,Tier 1,Supermarket Type1,1776.355262
FDV14,19.85,Low Fat,0.044678741,Dairy,86.4856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1819.74351
FDE52,10.395,Regular,0.029861927,Dairy,86.6514,OUT013,1987,High,Tier 3,Supermarket Type1,945.7783682
FDB04,11.35,Regular,0.105827874,Dairy,86.6856,OUT010,1998,Medium,Tier 3,Grocery Store,1082.269716
DRH51,17.6,Low Fat,0.097766473,Dairy,86.6856,OUT017,2007,Medium,Tier 2,Supermarket Type1,1678.233216
FDB04,11.35,Regular,0.063324606,Dairy,86.7856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1034.267388
FDV14,19.85,Low Fat,0.04458772,Dairy,86.9856,OUT045,2002,Small,Tier 2,Supermarket Type1,1899.330576
FDB16,8.21,Low Fat,0.045108792,Dairy,87.0198,OUT018,2009,Medium,Tier 3,Supermarket Type2,757.2985115
FDW14,8.3,Regular,0.038367194,Dairy,87.1198,OUT018,2009,Medium,Tier 3,Supermarket Type2,959.4178
FDV14,,Low Fat,0.077909339,Dairy,87.1856,OUT019,1985,Small,Tier 1,Grocery Store,1119.064815
FDB16,8.21,Low Fat,0.044888397,Dairy,87.3198,OUT013,1987,High,Tier 3,Supermarket Type1,610.5386
FDW14,8.3,reg,0.038427677,Dairy,87.3198,OUT017,2007,Medium,Tier 2,Supermarket Type1,789.9822306
FDB16,8.21,Low Fat,0.045016894,Dairy,87.6198,OUT045,2002,Small,Tier 2,Supermarket Type1,1133.8574
FDC16,11.5,Regular,0.020552693,Dairy,87.654,OUT013,1987,High,Tier 3,Supermarket Type1,1068.50226
FDW14,8.3,Regular,0.038204311,Dairy,87.7198,OUT035,2004,Small,Tier 2,Supermarket Type1,1831.6158
FDW14,8.3,Regular,0.038211537,Dairy,87.7198,OUT046,1997,Small,Tier 1,Supermarket Type1,1569.9564
FDY50,5.8,Low Fat,0.131221393,Dairy,87.8172,OUT045,2002,Small,Tier 2,Supermarket Type1,1070.6064
FDB16,8.21,Low Fat,0.045179902,Dairy,87.8198,OUT017,2007,Medium,Tier 2,Supermarket Type1,785.8906082
FDW14,8.3,Regular,0,Dairy,87.8198,OUT010,1998,Medium,Tier 3,Grocery Store,794.5057306
FDW14,,Regular,0.038026496,Dairy,87.8198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2309.437083
FDB04,11.35,Regular,0.063226306,Dairy,87.9856,OUT046,1997,Small,Tier 1,Supermarket Type1,1494.0552
DRH51,17.6,Low Fat,0.097413734,Dairy,88.0856,OUT045,2002,Small,Tier 2,Supermarket Type1,1627.821888
FDE52,10.395,Regular,0.03005585,Dairy,88.1514,OUT017,2007,Medium,Tier 2,Supermarket Type1,971.3138312
DRH51,17.6,Low Fat,0.097612596,Dairy,88.1856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1660.711219
FDC16,11.5,Regular,0,Dairy,88.254,OUT046,1997,Small,Tier 1,Supermarket Type1,1298.31
FDC16,,Regular,0.0204702,Dairy,88.254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066
FDB04,11.35,Regular,0.06321435,Dairy,88.3856,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.284
FDW14,8.3,reg,0.038289031,Dairy,88.4198,OUT045,2002,Small,Tier 2,Supermarket Type1,792.5950872
FDB16,8.21,Low Fat,0.044917289,Dairy,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,1133.8574
FDE52,10.395,Regular,0,Dairy,88.5514,OUT018,2009,Medium,Tier 3,Supermarket Type2,994.1311472
FDV14,19.85,Low Fat,0.044566659,Dairy,88.5856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848
FDY50,5.8,Low Fat,0.130846833,Dairy,88.6172,OUT013,1987,High,Tier 3,Supermarket Type1,565.377736
FDB04,,Regular,0.1107011,Dairy,88.6856,OUT019,1985,Small,Tier 1,Grocery Store,351.5424
FDY50,,Low Fat,0.130321652,Dairy,88.7172,OUT027,1985,Medium,Tier 3,Supermarket Type3,3301.0364
FDW14,8.3,Regular,0.038179738,Dairy,88.7198,OUT013,1987,High,Tier 3,Supermarket Type1,780.5568004
FDV14,19.85,Low Fat,0.044460448,Dairy,88.7856,OUT013,1987,High,Tier 3,Supermarket Type1,1142.5128
FDY50,5.8,Low Fat,0,Dairy,88.8172,OUT049,1999,Medium,Tier 1,Supermarket Type1,561.5023384
FDE52,,Regular,0.02974207,Dairy,88.9514,OUT027,1985,Medium,Tier 3,Supermarket Type3,3453.5046
FDB04,11.35,Regular,0.063354531,Dairy,88.9856,OUT045,2002,Small,Tier 2,Supermarket Type1,1230.3984
FDB04,,Regular,0.06292013,Dairy,88.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.424
DRH51,,Low Fat,0,Dairy,89.1856,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
FDB16,8.21,Low Fat,0.044995631,Dairy,89.2198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1308.297
DRH51,17.6,Low Fat,0.097135675,Dairy,89.3856,OUT013,1987,High,Tier 3,Supermarket Type1,1318.284
DRH51,17.6,Low Fat,0.097367722,Dairy,89.3856,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856
FDY50,5.8,Low Fat,0.13169655,Dairy,89.4172,OUT017,2007,Medium,Tier 2,Supermarket Type1,2498.0816
FDB04,11.35,Regular,0.06358394,Dairy,89.4856,OUT017,2007,Medium,Tier 2,Supermarket Type1,1142.5128
FDV14,19.85,Low Fat,0.044489064,Dairy,89.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272
FDE52,10.395,Regular,0.029881147,Dairy,89.5514,OUT035,2004,Small,Tier 2,Supermarket Type1,977.4311432
FDE52,10.395,Regular,0.029886798,Dairy,89.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,986.7400112
DRH51,,Low Fat,0.170213676,Dairy,89.5856,OUT019,1985,Small,Tier 1,Grocery Store,175.7712
FDY50,5.8,LF,0.131489269,Dairy,89.7172,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.9096
FDV14,19.85,Low Fat,0.044497478,Dairy,89.7856,OUT046,1997,Small,Tier 1,Supermarket Type1,1960.468576
DRH51,17.6,Low Fat,0.097198194,Dairy,89.8856,OUT035,2004,Small,Tier 2,Supermarket Type1,351.5424
FDY50,5.8,Low Fat,0.130931048,Dairy,89.9172,OUT035,2004,Small,Tier 2,Supermarket Type1,1516.6924
FDE52,10.395,Regular,0.029947409,Dairy,90.1514,OUT045,2002,Small,Tier 2,Supermarket Type1,1012.093707
FDE52,10.395,Regular,0.029933264,Dairy,90.1514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1021.464945
FDY50,5.8,Low Fat,0.130955811,Dairy,90.3172,OUT046,1997,Small,Tier 1,Supermarket Type1,1338.258
DRH03,17.25,Low Fat,0.05869048,Dairy,91.612,OUT010,1998,Medium,Tier 3,Grocery Store,93.212
DRH03,17.25,Low Fat,0.035057688,Dairy,91.612,OUT035,2004,Small,Tier 2,Supermarket Type1,279.636
DRH03,,Low Fat,0.061393095,Dairy,91.812,OUT019,1985,Small,Tier 1,Grocery Store,372.848
DRH03,17.25,Low Fat,0.035262656,Dairy,92.412,OUT017,2007,Medium,Tier 2,Supermarket Type1,1737.57663
DRH03,17.25,Low Fat,0.035064318,Dairy,92.412,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.968
FDX27,,Regular,0.113564473,Dairy,92.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,815.779773
FDX27,20.7,Regular,0.11411709,Dairy,92.7436,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104
FDX27,20.7,Regular,0.191008614,Dairy,92.8436,OUT010,1998,Medium,Tier 3,Grocery Store,189.0872
FDX27,20.7,Regular,0.114022125,Dairy,92.9436,OUT013,1987,High,Tier 3,Supermarket Type1,2174.5028
DRH03,17.25,low fat,0.035118834,Dairy,93.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,932.12
DRH03,17.25,low fat,0.035207155,Dairy,93.512,OUT018,2009,Medium,Tier 3,Supermarket Type2,1491.392
FDX27,20.7,Regular,0,Dairy,93.8436,OUT035,2004,Small,Tier 2,Supermarket Type1,2097.967522
FDX27,20.7,Regular,0.114581955,Dairy,94.3436,OUT018,2009,Medium,Tier 3,Supermarket Type2,945.436
FDA50,16.25,Low Fat,0.087351931,Dairy,94.541,OUT045,2002,Small,Tier 2,Supermarket Type1,1643.831638
DRH03,17.25,Low Fat,0.03513543,Dairy,94.712,OUT045,2002,Small,Tier 2,Supermarket Type1,1797.1602
DRH03,,Low Fat,0,Dairy,94.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,4740.6
DRH03,17.25,Low Fat,0.035035139,Dairy,94.912,OUT013,1987,High,Tier 3,Supermarket Type1,1768.21056
FDA50,16.25,Low Fat,0.087668236,Dairy,94.941,OUT017,2007,Medium,Tier 2,Supermarket Type1,1737.738
FDX27,20.7,reg,0.114294512,Dairy,94.9436,OUT049,1999,Medium,Tier 1,Supermarket Type1,1229.0668
FDX27,20.7,Regular,0.114348523,Dairy,95.0436,OUT045,2002,Small,Tier 2,Supermarket Type1,2164.142772
FDA50,16.25,Low Fat,0.087530252,Dairy,95.141,OUT018,2009,Medium,Tier 3,Supermarket Type2,1623.343313
FDA50,16.25,Low Fat,0.087158654,Dairy,95.141,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.443
FDX27,20.7,Regular,0.114762583,Dairy,95.1436,OUT017,2007,Medium,Tier 2,Supermarket Type1,2107.335596
FDA50,16.25,LF,0.145913308,Dairy,95.441,OUT010,1998,Medium,Tier 3,Grocery Store,193.082
FDA50,16.25,Low Fat,0.087310672,Dairy,95.541,OUT049,1999,Medium,Tier 1,Supermarket Type1,1544.656
FDT50,6.75,Regular,0.108148913,Dairy,95.6752,OUT013,1987,High,Tier 3,Supermarket Type1,958.752
FDT50,6.75,Regular,0.108679906,Dairy,95.6752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776
DRE27,11.85,low fat,0.133211023,Dairy,95.8726,OUT018,2009,Medium,Tier 3,Supermarket Type2,1238.338438
FDA50,16.25,Low Fat,0.087102593,Dairy,96.041,OUT013,1987,High,Tier 3,Supermarket Type1,868.869
DRE27,11.85,Low Fat,0.133421019,Dairy,96.0726,OUT017,2007,Medium,Tier 2,Supermarket Type1,1252.306341
DRE27,,Low Fat,0.132028116,Dairy,96.0726,OUT027,1985,Medium,Tier 3,Supermarket Type3,727.667734
FDZ02,6.905,Regular,0.038206735,Dairy,96.1726,OUT049,1999,Medium,Tier 1,Supermarket Type1,697.2753932
FDZ02,6.905,Regular,0.038140213,Dairy,96.3726,OUT035,2004,Small,Tier 2,Supermarket Type1,718.6890272
FDT50,6.75,Regular,0.10821852,Dairy,96.3752,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528
DRE27,11.85,Low Fat,0.13267058,Dairy,96.4726,OUT046,1997,Small,Tier 1,Supermarket Type1,978.726
FDZ02,6.905,Regular,0.038302823,Dairy,96.6726,OUT018,2009,Medium,Tier 3,Supermarket Type2,700.9005182
FDZ02,6.905,Regular,0.038115681,Dairy,96.7726,OUT013,1987,High,Tier 3,Supermarket Type1,728.3541353
FDT50,6.75,Regular,0,Dairy,96.7752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528
FDT50,6.75,reg,0.10885123,Dairy,96.8752,OUT017,2007,Medium,Tier 2,Supermarket Type1,686.60298
DRE27,11.85,Low Fat,0.132645493,Dairy,96.9726,OUT035,2004,Small,Tier 2,Supermarket Type1,1174.4712
FDT50,6.75,Regular,0.108458498,Dairy,96.9752,OUT045,2002,Small,Tier 2,Supermarket Type1,958.752
FDZ02,6.905,Regular,0.063850971,Dairy,97.2726,OUT010,1998,Medium,Tier 3,Grocery Store,195.7452
DRE27,11.85,Low Fat,0.132560174,Dairy,97.2726,OUT013,1987,High,Tier 3,Supermarket Type1,782.9808
FDT50,6.75,Regular,0.108238986,Dairy,97.2752,OUT046,1997,Small,Tier 1,Supermarket Type1,715.702284
FDT50,6.75,Regular,0.181169873,Dairy,97.3752,OUT010,1998,Medium,Tier 3,Grocery Store,716.438034
DRD27,18.75,Low Fat,0.023876985,Dairy,97.4042,OUT049,1999,Medium,Tier 1,Supermarket Type1,2281.6966
FDZ02,,Regular,0.037962696,Dairy,97.5726,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.726
DRD27,18.75,Low Fat,0.023820082,Dairy,97.6042,OUT013,1987,High,Tier 3,Supermarket Type1,1488.063
FDT50,,Regular,0.189512493,Dairy,97.7752,OUT019,1985,Small,Tier 1,Grocery Store,515.9301028
FDT50,,reg,0.107714834,Dairy,97.8752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
DRD27,18.75,Low Fat,0,Dairy,97.9042,OUT045,2002,Small,Tier 2,Supermarket Type1,1686.4714
DRE27,11.85,Low Fat,0.132939639,Dairy,98.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1761.7068
DRE27,11.85,Low Fat,0.132876847,Dairy,98.0726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1076.5986
FDA50,,Low Fat,0.086752988,Dairy,98.141,OUT027,1985,Medium,Tier 3,Supermarket Type3,1737.738
FDZ02,6.905,Regular,0.038363204,Dairy,98.1726,OUT017,2007,Medium,Tier 2,Supermarket Type1,587.2356
DRD27,,Low Fat,0.041740624,Dairy,98.3042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084
FDA50,16.25,Low Fat,0.087175137,Dairy,98.341,OUT046,1997,Small,Tier 1,Supermarket Type1,1351.574
FDA50,,Low Fat,0.152632413,Dairy,98.441,OUT019,1985,Small,Tier 1,Grocery Store,96.541
DRD27,,Low Fat,0.023724475,Dairy,98.7042,OUT027,1985,Medium,Tier 3,Supermarket Type3,4160.437691
DRD27,18.75,Low Fat,0.023974769,Dairy,99.0042,OUT017,2007,Medium,Tier 2,Supermarket Type1,694.4294
DRD27,18.75,Low Fat,0.023835413,Dairy,99.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,2044.024125
DRD27,18.75,Low Fat,0,Dairy,99.3042,OUT046,1997,Small,Tier 1,Supermarket Type1,1955.051438
FDZ02,6.905,Regular,0.038147426,Dairy,99.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,729.5336612
DRE27,11.85,Low Fat,0.222063351,Dairy,99.6726,OUT010,1998,Medium,Tier 3,Grocery Store,195.7452
FDZ02,6.905,Regular,0.03822479,Dairy,99.8726,OUT045,2002,Small,Tier 2,Supermarket Type1,587.2356
DRD27,18.75,Low Fat,0.023937034,Dairy,100.4042,OUT018,2009,Medium,Tier 3,Supermarket Type2,2052.010838
FDP26,7.785,Low Fat,0.140121306,Dairy,102.5306,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.8978
FDP26,7.785,Low Fat,0.139436695,Dairy,103.0306,OUT013,1987,High,Tier 3,Supermarket Type1,2404.2038
FDP26,7.785,Low Fat,0.139526439,Dairy,103.1306,OUT035,2004,Small,Tier 2,Supermarket Type1,875.1301759
FDP26,,Low Fat,0,Dairy,103.6306,OUT027,1985,Medium,Tier 3,Supermarket Type3,5181.53
FDP26,7.785,Low Fat,0,Dairy,104.4306,OUT049,1999,Medium,Tier 1,Supermarket Type1,861.7717543
FDP26,7.785,Low Fat,0.139835844,Dairy,104.7306,OUT045,2002,Small,Tier 2,Supermarket Type1,864.2473843
FDP26,7.785,Low Fat,0.140342195,Dairy,105.6306,OUT017,2007,Medium,Tier 2,Supermarket Type1,627.1836
FDP26,7.785,Low Fat,0.139552827,Dairy,105.6306,OUT046,1997,Small,Tier 1,Supermarket Type1,418.1224
FDP26,,Low Fat,0.244338986,Dairy,105.9306,OUT019,1985,Small,Tier 1,Grocery Store,209.0612
FDD52,18.25,Regular,0.183260221,Dairy,108.557,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427
FDD52,18.25,Regular,0.183666607,Dairy,108.657,OUT045,2002,Small,Tier 2,Supermarket Type1,2121.799568
FDX50,20.1,Low Fat,0.07461309,Dairy,108.7228,OUT035,2004,Small,Tier 2,Supermarket Type1,1215.7508
FDX50,20.1,Low Fat,0.074931201,Dairy,108.9228,OUT018,2009,Medium,Tier 3,Supermarket Type2,1105.228
FDD52,18.25,Regular,0.18433167,Dairy,108.957,OUT017,2007,Medium,Tier 2,Supermarket Type1,2147.54247
FDD52,,Regular,0.182407266,Dairy,109.157,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569
FDR02,16.7,Low Fat,0.036933417,Dairy,109.1886,OUT010,1998,Medium,Tier 3,Grocery Store,222.3772
FDR02,,Low Fat,0.021958822,Dairy,109.2886,OUT027,1985,Medium,Tier 3,Supermarket Type3,4976.979184
FDR02,,Low Fat,0.03863415,Dairy,109.4886,OUT019,1985,Small,Tier 1,Grocery Store,2833.984959
FDX50,,Low Fat,0.074265816,Dairy,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3757.7752
FDR02,16.7,LF,0.022155562,Dairy,109.5886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1000.6974
FDX50,20.1,Low Fat,0.124910635,Dairy,109.6228,OUT010,1998,Medium,Tier 3,Grocery Store,110.5228
FDD52,18.25,Regular,0.184041545,Dairy,110.157,OUT018,2009,Medium,Tier 3,Supermarket Type2,1867.569
FDR02,16.7,Low Fat,0.022099982,Dairy,110.1886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1334.2632
FDR02,16.7,Low Fat,0.022047313,Dairy,110.2886,OUT013,1987,High,Tier 3,Supermarket Type1,1890.2062
FDR02,16.7,Low Fat,0.022061503,Dairy,110.2886,OUT035,2004,Small,Tier 2,Supermarket Type1,2007.583386
FDX50,20.1,Low Fat,0.074627201,Dairy,110.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1768.3648
