MedianIncome,HouseAge,NoOfRooms,NoofBedrooms,price,property_type,high_value
4.7298,30,6,3,5.00001,house,1
4.7344,50,6,3,3.147,house,1
7.723,36,7,3,5.00001,house,1
7.9976,52,8,3,5.00001,house,1
10.7397,46,8,3,5.00001,house,1
4.9167,16,5,3,2.511,house,1
5.1072,49,6,3,4.797,house,1
3.6389,34,4,3,2.15,duplex,1
11.706,52,9,3,5.00001,house,1
10.6767,48,9,3,5.00001,house,1
11.5609,52,9,3,5.00001,house,1
15.0001,52,11,3,5.00001,house,1
10.2317,52,8,2,5.00001,house,1
9.1373,52,8,2,5.00001,house,1
8.1124,52,7,3,5.00001,house,1
12.4237,44,8,3,5.00001,house,1
9.7912,44,8,2,5.00001,house,1
7.8347,45,8,3,5.00001,house,1
6.3013,49,8,3,5.00001,house,1
11.6471,50,9,3,5.00001,house,1
15.0001,47,9,3,5.00001,house,1
5.9546,39,6,2,3.967,house,1
5.5067,41,6,2,3.25,house,1
5.4536,38,7,2,3.427,house,1
5.6152,38,6,2,3.599,house,1
3.301,27,5,3,2.512,house,1
3.5671,28,5,3,2.285,duplex,1
4.1136,30,5,3,2.799,house,1
4.2312,43,6,3,2.726,house,1
3.6827,34,6,3,2.641,house,1
4.2434,27,6,3,2.705,house,1
5.0736,41,6,3,2.707,house,1
3.1576,47,6,3,2.25,duplex,1
3.9464,42,6,3,2.572,house,1
5.5924,42,6,2,2.853,house,1
3.0819,32,6,3,2.146,duplex,1
4.6442,36,7,3,3.168,house,1
6.5078,45,7,2,4.148,house,1
3.75,52,7,3,2.8,house,1
6.706,49,7,3,3.514,house,1
6.7099,50,8,3,3.522,house,1
5.2503,49,6,2,2.929,house,1
5.2131,48,7,2,3.596,house,1
4.0556,49,5,3,2.826,house,1
4.2344,34,6,2,3.063,house,1
2.5663,19,4,3,1.975,duplex,1
2.7816,21,4,3,1.882,duplex,1
3.1103,26,4,3,2.141,duplex,1
2.918,20,4,3,2.087,duplex,1
4.825,45,6,2,3.511,house,1
3.1975,24,5,3,2.524,house,1
2.8919,52,6,3,2.584,house,1
5.2292,52,7,3,4.445,house,1
3.9485,52,6,3,4.191,house,1
7.4111,52,7,3,4.691,house,1
3.7895,52,6,3,3.648,house,1
4.2981,52,7,3,3.528,house,1
3.8427,36,5,3,3.197,house,1
3.8529,43,5,2,3.5,house,1
3.4018,52,6,3,2.045,duplex,1
6.0199,49,6,2,5,house,1
5.4165,38,5,3,4.351,house,1
4.2944,37,5,3,3.547,house,1
3.5875,39,5,3,3.093,house,1
3.4559,39,5,3,3.649,house,1
4.1661,31,6,3,3.644,house,1
3.7235,48,5,3,2.636,house,1
3.6406,39,4,2,2.789,house,1
4.9676,26,6,3,3.814,house,1
8.058,25,7,2,4.773,house,1
3.108,27,5,3,2.31,house,1
2.8062,27,6,3,1.928,duplex,1
4.4306,52,6,3,2.258,duplex,1
3.1204,52,5,3,2.24,duplex,1
3.1211,36,5,2,2.293,duplex,1
3.125,44,5,2,2.056,duplex,1
3.3988,48,5,3,1.992,duplex,1
2.7483,28,5,3,2.188,duplex,1
2.85,38,4,2,2.19,duplex,1
2.7036,24,4,3,1.7,duplex,0
2.3464,30,5,3,1.917,duplex,1
2.9405,24,4,2,2.178,duplex,1
3.665,52,5,2,2.204,duplex,1
3.3229,44,5,2,2.266,duplex,1
3.2307,25,4,3,1.884,duplex,1
3.0078,42,4,3,1.917,duplex,1
2.2214,42,4,3,2.19,duplex,1
2.575,40,5,3,2.284,duplex,1
2.7436,27,5,3,2.017,duplex,1
2.6553,41,5,3,1.831,duplex,1
2.3462,36,5,2,1.885,duplex,1
4.2833,44,6,3,2.58,house,1
3.81,29,5,3,2.346,house,1
3.3801,20,5,3,1.925,duplex,1
2.34,34,5,3,2.109,duplex,1
3.4375,34,5,3,2.598,house,1
3.6083,33,6,3,2.12,duplex,1
3.2361,28,4,2,1.875,duplex,1
3.3512,32,5,3,2.141,duplex,1
3.5313,36,6,3,2.132,duplex,1
3.6696,40,6,3,2.104,duplex,1
3.9219,38,5,3,2.052,duplex,1
2.9688,43,5,3,2.114,duplex,1
3.0125,40,4,2,2.24,duplex,1
2.6901,34,5,3,2.356,house,1
3.0357,33,5,3,2.06,duplex,1
3.1607,42,5,3,2.183,duplex,1
4.875,42,6,3,2.273,duplex,1
2.543,37,5,3,2.081,duplex,1
2.6884,24,4,3,2.046,duplex,1
3.8906,46,6,3,2.383,house,1
3.3966,42,5,3,2.432,house,1
3.3421,30,6,3,2.01,duplex,1
4.5446,45,6,3,2.448,house,1
5.2719,46,6,3,2.444,house,1
2.6981,25,4,3,2.08,duplex,1
5.3032,52,6,3,2.457,house,1
3.1583,49,5,3,2.682,house,1
2.6716,34,4,3,2.271,duplex,1
3,35,4,2,2.539,house,1
2.5787,35,5,3,2.23,duplex,1
3.2344,36,5,3,2.349,house,1
3.085,32,5,3,2.205,duplex,1
3.0592,45,5,3,2.125,duplex,1
2.025,43,5,3,2.156,duplex,1
2.2261,23,4,3,2.118,duplex,1
1.1875,17,4,3,1.839,duplex,1
2.3664,20,4,3,1.922,duplex,1
2.4599,17,4,3,1.816,duplex,1
2.3393,19,4,3,2.023,duplex,1
2.3224,18,4,3,1.923,duplex,1
4.1902,42,5,2,2.35,house,1
3.7857,39,6,3,2.457,house,1
4.7569,37,6,3,2.538,house,1
3.2875,52,6,3,2.344,house,1
2.4348,44,5,3,2.207,duplex,1
3.8644,47,6,2,2.415,house,1
3.6364,42,6,3,2.546,house,1
3.125,40,6,3,2.427,house,1
3.505,28,5,3,2.043,duplex,1
6.1509,25,7,3,3.151,house,1
5.828,27,7,2,3.011,house,1
3.4118,25,5,3,3.411,house,1
3.5089,31,5,3,3.058,house,1
3.8472,33,6,2,2.933,house,1
2.8672,30,5,3,1.985,duplex,1
3.3906,27,6,3,2.372,house,1
3.9531,35,6,3,2.684,house,1
3.875,39,6,3,2.364,house,1
2.5321,35,5,3,1.972,duplex,1
2.4286,25,5,3,2.333,house,1
3.1892,25,5,3,2.147,duplex,1
2.1061,32,4,2,2.147,duplex,1
2.8229,16,5,3,1.637,duplex,0
2.9764,14,5,3,1.603,duplex,0
2.5938,45,5,3,1.993,duplex,1
3.2578,38,5,2,1.842,duplex,1
2.5,21,5,3,1.821,duplex,1
2.5964,29,4,3,1.768,duplex,0
3.3088,39,5,3,1.866,duplex,1
2.4931,36,4,3,1.703,duplex,0
2.5104,36,4,3,1.85,duplex,1
3.175,26,5,3,1.708,duplex,0
2.25,33,4,3,2.037,duplex,1
3.0347,45,5,2,1.832,duplex,1
2.3424,31,5,2,1.885,duplex,1
2.6094,30,4,3,1.794,duplex,0
2.629,38,4,3,1.716,duplex,0
4.7222,20,6,3,1.851,duplex,1
2.2083,31,5,3,1.856,duplex,1
2.9524,31,4,3,1.788,duplex,0
3.25,36,4,3,1.792,duplex,0
2.5488,30,4,3,1.875,duplex,1
3.5357,22,5,2,1.99,duplex,1
3.756,31,5,3,1.833,duplex,1
2.913,26,5,3,1.523,duplex,0
3.6512,18,5,3,1.685,duplex,0
6.4385,24,6,2,2.726,house,1
5.9941,23,7,3,2.667,house,1
5.2446,28,6,2,2.58,house,1
3.6625,32,5,2,2.476,house,1
5.9214,35,6,3,2.549,house,1
3.5833,36,6,2,2.273,duplex,1
3.1083,40,5,3,2.205,duplex,1
4.1375,38,6,3,2.115,duplex,1
2.1944,33,5,2,2.033,duplex,1
3.3214,43,5,3,2.093,duplex,1
3.7109,40,6,3,1.988,duplex,1
2.6146,37,6,3,2.432,house,1
3.5272,36,6,3,2.137,duplex,1
4.3646,42,6,3,2.114,duplex,1
4.5795,34,5,2,2.353,house,1
4.0938,35,6,3,2.469,house,1
7.4597,31,9,3,5.00001,house,1
6.8189,29,8,3,3.793,house,1
8.3474,33,9,3,5.00001,house,1
7.2472,30,8,3,4.419,house,1
6.1898,35,7,3,2.824,house,1
5.2851,36,7,3,2.588,house,1
10.4835,30,8,2,4.986,house,1
6.8109,35,7,2,4.01,house,1
5.0861,35,7,3,2.967,house,1
9.1541,37,8,3,4.538,house,1
10.8034,18,9,3,5.00001,house,1
2.125,31,6,3,3.75,house,1
6.2319,10,7,3,4.037,house,1
5.2557,25,6,2,1.888,duplex,1
3.9091,34,6,3,1.551,duplex,0
3.7986,38,6,3,1.71,duplex,0
3.2375,36,6,3,1.768,duplex,0
3.4861,32,6,3,1.581,duplex,0
2.63,42,4,3,1.438,duplex,0
2.9107,35,4,3,1.509,duplex,0
2.5969,34,4,3,1.502,duplex,0
2.9321,14,5,3,1.442,duplex,0
2.7679,33,5,3,1.764,duplex,0
3.2031,36,4,2,1.476,duplex,0
3.5469,36,5,3,1.506,duplex,0
2.0729,42,4,2,1.141,flat,0
4.3333,31,5,3,1.495,duplex,0
3.045,36,6,3,1.606,duplex,0
4.1458,35,5,2,1.625,duplex,0
3.692,34,6,2,1.726,duplex,0
3.6875,36,6,3,1.752,duplex,0
3.4306,35,5,3,1.625,duplex,0
2.7202,31,5,3,1.903,duplex,1
4.0677,36,6,3,1.658,duplex,0
3.6033,39,5,2,1.578,duplex,0
3.5,37,5,2,1.607,duplex,0
3.5757,35,5,3,1.779,duplex,0
3.6196,38,5,2,1.707,duplex,0
2.5,37,5,3,1.62,duplex,0
2.8152,36,4,3,1.639,duplex,0
0.9817,32,4,2,1.663,duplex,0
4.5595,35,6,3,1.649,duplex,0
3.0577,41,5,3,1.633,duplex,0
3.25,39,4,2,1.533,duplex,0
3.3562,40,5,2,1.692,duplex,0
4.2206,40,6,2,1.78,duplex,0
5.4381,42,7,3,1.869,duplex,1
2.9583,50,6,3,1.726,duplex,0
4.7266,38,7,3,1.776,duplex,0
3.9243,34,6,3,2.198,duplex,1
4.1058,37,5,3,1.673,duplex,0
5.193,42,6,2,2.634,house,1
3.2359,36,6,3,1.986,duplex,1
3.7328,38,5,3,1.824,duplex,1
4.375,38,5,3,1.862,duplex,1
3.7833,47,6,3,1.661,duplex,0
3.3611,46,6,3,1.744,duplex,0
4.5478,45,6,3,1.88,duplex,1
3,50,5,3,1.632,duplex,0
2.0147,41,4,3,1.375,flat,0
2.8311,41,5,3,1.553,duplex,0
5.1985,30,7,3,2.792,house,1
3.4312,52,7,3,2.438,house,1
2.7578,46,5,3,2.368,house,1
2.625,43,4,3,1.633,duplex,0
1.9688,28,4,3,1.656,duplex,0
2.3182,25,5,3,1.821,duplex,1
3.6475,47,5,3,1.971,duplex,1
8.6677,23,7,3,3.327,house,1
3.8275,32,6,3,2.385,house,1
6.148,34,7,2,3.138,house,1
6.0648,36,6,2,2.908,house,1
6.0663,30,7,3,3.726,house,1
5.3054,36,6,2,2.735,house,1
4.5446,36,7,3,2.447,house,1
4.6226,36,6,2,2.197,duplex,1
4.8152,36,6,3,2.324,house,1
4.65,39,6,3,2.243,duplex,1
3.2852,39,5,3,1.962,duplex,1
2.824,36,5,3,1.679,duplex,0
2.6082,29,4,3,1.625,duplex,0
2.5686,25,4,3,1.775,duplex,0
2.593,22,4,3,1.92,duplex,1
4.2917,38,6,3,1.689,duplex,0
4.108,36,6,3,1.812,duplex,1
4.0536,37,5,2,1.714,duplex,0
3.117,37,5,3,1.646,duplex,0
3.6509,34,6,3,1.732,duplex,0
4.1471,37,6,2,1.778,duplex,0
3.8214,36,6,3,1.785,duplex,0
3.225,37,6,3,1.54,duplex,0
3.3214,42,5,3,1.488,duplex,0
2.9714,37,5,3,1.603,duplex,0
3.0491,34,5,3,1.582,duplex,0
4.0379,34,6,2,1.728,duplex,0
3.6,36,5,3,1.54,duplex,0
4.3203,37,6,2,1.592,duplex,0
3.2093,32,5,3,1.678,duplex,0
3.9688,41,6,2,1.698,duplex,0
3.9612,39,6,2,1.758,duplex,0
3.1554,36,6,3,1.707,duplex,0
4.2,38,6,2,1.632,duplex,0
2.4607,32,5,3,1.556,duplex,0
2.6991,30,5,3,1.471,duplex,0
4.8929,36,5,3,1.562,duplex,0
3.9773,36,6,2,1.667,duplex,0
4.6333,35,6,3,1.612,duplex,0
3.5481,36,5,2,1.633,duplex,0
3.6875,39,5,2,1.695,duplex,0
4.1389,39,6,3,1.66,duplex,0
3.7326,35,6,3,1.643,duplex,0
2.9922,35,5,3,1.635,duplex,0
3.4083,34,5,3,1.567,duplex,0
3.1607,37,5,2,1.722,duplex,0
3.5268,33,5,3,1.52,duplex,0
3.6397,33,5,3,1.666,duplex,0
3.3942,36,4,2,1.472,duplex,0
3.3621,36,6,2,1.697,duplex,0
3.425,36,5,2,1.632,duplex,0
4.5,36,5,2,1.666,duplex,0
4.1711,38,6,3,1.601,duplex,0
4.0357,36,6,3,1.625,duplex,0
2.9821,20,4,3,1.425,duplex,0
3.9549,36,5,2,1.921,duplex,1
3.6667,40,6,3,1.731,duplex,0
4.8304,32,5,2,1.606,duplex,0
3.0944,37,5,2,1.628,duplex,0
4.0096,35,6,3,1.65,duplex,0
4.369,34,5,3,1.654,duplex,0
2.7647,20,5,3,1.63,duplex,0
3.5583,32,5,2,1.708,duplex,0
4.0846,36,6,2,1.834,duplex,1
4.5306,36,5,2,1.834,duplex,1
3.8542,33,6,3,1.754,duplex,0
2.4926,21,5,3,1.714,duplex,0
5.2162,35,6,2,1.719,duplex,0
4.625,31,6,3,1.739,duplex,0
4.615,36,6,3,1.74,duplex,0
3.6125,33,6,3,1.708,duplex,0
1.9453,34,4,2,1.49,duplex,0
3.1979,36,5,3,1.618,duplex,0
3.6771,31,5,3,1.415,duplex,0
3.1513,35,5,3,1.5,duplex,0
3.2371,33,5,3,1.547,duplex,0
3.875,22,5,3,1.647,duplex,0
3.7969,35,6,3,1.648,duplex,0
3,30,5,3,1.583,duplex,0
3.6731,35,6,3,1.67,duplex,0
4.1667,35,5,3,1.519,duplex,0
3.4907,34,5,3,1.535,duplex,0
4.3849,36,6,3,1.441,duplex,0
3.4219,35,5,2,1.562,duplex,0
4.1312,35,6,2,1.938,duplex,1
5.2736,35,7,3,1.795,duplex,0
4.3542,37,7,3,1.798,duplex,1
3.4861,30,6,3,1.772,duplex,0
4.2051,37,5,2,1.644,duplex,0
3.4792,34,5,3,1.69,duplex,0
4.4318,36,6,3,1.811,duplex,1
4.6184,36,6,3,1.798,duplex,1
4.2292,36,6,3,1.795,duplex,0
4.6923,37,6,2,1.81,duplex,1
5.3016,33,7,3,1.922,duplex,1
3.488,23,5,3,1.918,duplex,1
3.4886,35,6,3,1.739,duplex,0
4.0985,32,6,3,2.262,duplex,1
6.2924,27,7,3,2.325,house,1
3.6458,33,6,2,2.081,duplex,1
4.3125,34,5,2,2.14,duplex,1
3.7045,30,5,3,2.123,duplex,1
3.9543,35,6,2,2.144,duplex,1
5.1738,36,6,3,2.037,duplex,1
4.9191,36,6,3,1.887,duplex,1
4.2708,35,6,2,1.748,duplex,0
4.4118,31,5,3,1.744,duplex,0
3.6028,33,6,3,1.847,duplex,1
4.8523,36,6,3,1.758,duplex,0
4.9205,35,6,2,1.739,duplex,0
3.275,34,6,3,1.899,duplex,1
5.0077,35,6,3,1.85,duplex,1
3.75,37,6,2,1.744,duplex,0
5.2305,34,7,3,2.051,duplex,1
5.273,35,6,3,1.876,duplex,1
5.5238,34,6,2,1.853,duplex,1
6.1273,26,8,2,2.896,house,1
5.979,19,7,3,2.852,house,1
4.375,27,6,2,2.104,duplex,1
3.9575,24,6,3,2.154,duplex,1
5.3668,27,7,3,2.198,duplex,1
4.061,27,6,3,2.227,duplex,1
5.0923,16,8,3,2.572,house,1
5.6454,33,6,2,2.028,duplex,1
3.5859,30,6,3,1.997,duplex,1
5.0384,35,7,3,2.008,duplex,1
5.1377,34,7,2,2.133,duplex,1
4.3831,35,6,2,2.098,duplex,1
4.5144,35,6,3,2.063,duplex,1
4.6094,26,5,3,2.01,duplex,1
4.6,34,6,2,2.034,duplex,1
4.2292,33,7,3,2.128,duplex,1
3.9861,35,6,3,1.887,duplex,1
5.5601,36,6,2,2.052,duplex,1
4.4954,34,6,3,2.029,duplex,1
4.6354,36,6,2,2.029,duplex,1
5.0839,36,7,3,1.982,duplex,1
3.2222,34,6,3,2.187,duplex,1
4.2305,32,6,3,2.214,duplex,1
5.125,36,6,3,2.117,duplex,1
5.4236,35,6,2,2.167,duplex,1
3.5938,34,5,3,2.099,duplex,1
3.7308,35,6,3,2.024,duplex,1
5.1155,35,6,2,2.137,duplex,1
4.7861,34,6,3,2.107,duplex,1
3.2143,32,6,3,1.601,duplex,0
4.2437,35,6,3,1.641,duplex,0
5.3184,36,7,3,1.711,duplex,0
0.4999,36,3,2,1.625,duplex,0
5.5,27,7,2,2.768,house,1
4.5526,28,6,2,2.502,house,1
3.2622,33,5,3,2.086,duplex,1
4.9107,33,7,2,2.799,house,1
5.1515,17,6,3,3.189,house,1
3.0529,25,6,3,2.658,house,1
5.6112,20,6,2,3.08,house,1
2.66,29,4,3,1.892,duplex,1
1.3365,23,4,3,1.833,duplex,1
3.4297,42,5,2,1.958,duplex,1
3.0625,37,5,2,1.894,duplex,1
3.95,40,6,2,2.102,duplex,1
2.4605,43,5,3,1.96,duplex,1
2.4286,36,5,3,2.056,duplex,1
1.8906,32,4,3,2.245,duplex,1
3.0212,31,4,2,2.082,duplex,1
2.5852,38,5,3,1.851,duplex,1
2.3359,40,5,3,1.893,duplex,1
2.2813,41,4,2,1.92,duplex,1
2.9044,43,6,3,1.729,duplex,0
2.75,45,6,3,1.783,duplex,0
4.0625,44,6,2,2.011,duplex,1
2.8385,42,5,2,1.922,duplex,1
2.4612,45,5,2,1.805,duplex,1
2.8239,43,4,3,1.506,duplex,0
1.7991,43,5,3,1.588,duplex,0
3.1724,41,6,3,1.416,duplex,0
2.0536,44,3,2,1.864,duplex,1
2.6806,42,4,3,1.893,duplex,1
3.7794,39,5,2,1.946,duplex,1
3.6875,44,5,2,1.625,duplex,0
3.1895,45,6,3,1.563,duplex,0
1.5078,22,4,3,1.819,duplex,1
2.7026,38,4,2,1.45,duplex,0
1.3971,11,5,3,1.344,flat,0
2.4167,31,5,3,1.255,flat,0
1.625,38,5,3,1.297,flat,0
3.5938,46,5,3,1.411,flat,0
2.1845,36,5,3,1.238,flat,0
3.1528,35,5,2,1.218,flat,0
2.7031,41,4,2,1.092,flat,0
2.5033,44,5,3,1.319,flat,0
2.475,43,4,2,1.426,duplex,0
0.8941,33,5,3,0.982,flat,0
2.3125,37,4,3,1.161,flat,0
2.53,45,5,3,1.403,flat,0
1.825,52,5,3,1.33,flat,0
1.9083,42,4,3,1.192,flat,0
2.7432,35,5,3,1.352,flat,0
2.4375,47,5,3,1.229,flat,0
2.8295,38,5,3,1.265,flat,0
3.75,41,5,2,1.231,flat,0
3.3333,41,4,3,1.151,flat,0
1.55,36,3,2,1.29,flat,0
3.0417,44,5,3,1.417,duplex,0
2.8542,34,4,3,1.469,duplex,0
2.3015,39,4,3,1.317,flat,0
2.6964,29,6,3,1.222,flat,0
1.9667,44,5,3,1.339,flat,0
2.75,39,5,3,1.5,duplex,0
2.9167,39,5,3,1.458,duplex,0
1.75,43,5,3,1.34,flat,0
2.8167,45,4,3,1.14,flat,0
3.375,39,5,3,1.26,flat,0
2.5962,45,5,3,1.241,flat,0
2.788,42,4,2,1.505,duplex,0
1.1929,26,4,3,1.438,duplex,0
1.7995,27,5,3,1.534,duplex,0
2.1774,40,4,2,1.576,duplex,0
2.1029,43,5,3,1.533,duplex,0
2.6964,31,4,2,1.25,flat,0
2.239,37,4,3,1.213,flat,0
1.9719,42,4,3,1.342,flat,0
2.0764,40,4,3,1.456,duplex,0
1.7801,45,4,3,1.428,duplex,0
2.2813,36,4,2,1.507,duplex,0
2.15,37,4,3,1.322,flat,0
2.3438,40,4,3,1.375,flat,0
2.8977,35,5,2,1.425,duplex,0
1.8875,34,5,3,1.367,flat,0
3.0972,33,4,3,1.25,flat,0
2.625,43,5,3,1.339,flat,0
2.3462,42,4,3,1.273,flat,0
2.1979,41,4,3,1.408,flat,0
2.2902,43,4,3,1.524,duplex,0
2.761,42,4,3,1.2,flat,0
2.2991,44,5,3,1.375,flat,0
2.3077,41,4,3,1.406,flat,0
1.7813,34,4,3,1.45,duplex,0
2.125,39,4,2,1.438,duplex,0
1.8681,33,4,2,1.125,flat,0
2.6042,45,5,3,1.45,duplex,0
2.359,40,4,3,1.434,duplex,0
2.1442,35,4,2,1.492,duplex,0
1.7981,41,4,3,1.66,duplex,0
2.6964,47,4,2,1.388,flat,0
2.45,42,4,3,1.32,flat,0
2.3438,42,4,3,1.543,duplex,0
2.7022,37,4,3,1.519,duplex,0
2.5313,42,4,3,1.569,duplex,0
2.2596,40,4,2,1.375,flat,0
1.9688,44,4,3,1.739,duplex,0
2.7019,44,5,3,1.533,duplex,0
2.6,40,4,3,1.806,duplex,1
2.125,36,4,2,1.535,duplex,0
3.0179,42,4,3,1.537,duplex,0
1.4178,42,4,3,1.455,duplex,0
2.3929,46,5,3,1.568,duplex,0
2.5326,42,4,3,1.565,duplex,0
2.7083,45,5,3,1.618,duplex,0
2.075,40,5,3,1.511,duplex,0
3.1538,43,4,2,1.543,duplex,0
2.2847,41,4,3,1.9,duplex,1
2.7308,31,5,3,1.738,duplex,0
2.4259,40,5,3,1.646,duplex,0
1.9867,33,5,3,1.663,duplex,0
2.7311,32,4,3,1.693,duplex,0
2.7292,24,5,3,1.938,duplex,1
3.0208,38,6,3,1.937,duplex,1
2.625,33,4,2,1.787,duplex,0
2.2042,22,4,3,1.625,duplex,0
2.8155,27,5,3,1.768,duplex,0
2.5395,26,5,3,1.91,duplex,1
3.6875,44,6,2,1.781,duplex,0
2.4219,24,4,3,1.375,flat,0
2.25,36,4,2,1.625,duplex,0
2.2813,17,4,3,1.456,duplex,0
3.1406,32,5,3,1.753,duplex,0
3.6583,37,5,3,1.505,duplex,0
3.0225,30,4,3,1.308,flat,0
1.7679,36,4,3,1.428,duplex,0
2.7799,36,4,3,1.493,duplex,0
2.6364,39,4,2,1.488,duplex,0
3.2188,39,3,2,1.125,flat,0
1.5227,35,4,3,3.5,house,1
2.6964,24,4,3,1.632,duplex,0
4.3164,6,4,2,1.432,duplex,0
2.7708,4,5,3,1.863,duplex,1
2.4387,34,3,2,1.75,duplex,0
2.6548,27,4,3,1.232,flat,0
2.7045,15,5,3,1.906,duplex,1
2.39,25,4,3,1.833,duplex,1
4.5208,5,4,3,1.65,duplex,0
2.4107,28,4,3,0.964,flat,0
1.75,30,4,3,1.154,flat,0
2.1615,33,4,3,1.188,flat,0
1.5272,41,5,3,1.003,flat,0
1.3963,41,3,2,0.929,flat,0
2.2969,47,5,3,1.167,flat,0
1.6667,44,4,3,1.125,flat,0
1.7207,40,4,3,1.051,flat,0
1.7929,37,4,3,0.972,flat,0
1.7378,39,4,3,1.219,flat,0
2.5637,37,4,2,1.25,flat,0
2.125,37,4,3,1.089,flat,0
2.2054,45,4,2,1.25,flat,0
3.0724,45,4,2,1.107,flat,0
2.0357,30,4,3,1.699,duplex,0
3.125,42,5,2,1.663,duplex,0
2.5352,32,4,3,1.844,duplex,1
2.1044,36,4,3,1.482,duplex,0
1.6685,34,4,3,1.288,flat,0
2.2059,35,3,2,1.5,duplex,0
1.8929,38,4,3,1.631,duplex,0
2.1005,35,4,3,1.713,duplex,0
3.2788,39,5,3,1.69,duplex,0
2.6818,37,4,2,1.646,duplex,0
2.325,35,4,3,1.615,duplex,0
2.3421,35,4,3,1.542,duplex,0
2.1468,33,4,3,1.417,duplex,0
2.6673,38,5,3,1.423,duplex,0
3.3869,40,4,3,1.573,duplex,0
2.8214,40,4,3,1.58,duplex,0
3.0114,42,4,3,1.575,duplex,0
2.9054,37,4,3,1.563,duplex,0
3.1979,35,4,2,1.547,duplex,0
2.551,30,4,2,1.6,duplex,0
2.6042,34,4,3,1.567,duplex,0
2.4516,36,4,3,1.478,duplex,0
1.9132,31,3,2,1.546,duplex,0
2.1522,43,4,3,1.594,duplex,0
1.7562,30,4,3,1.813,duplex,1
2.4196,34,4,2,1.784,duplex,0
2.0087,36,4,3,1.721,duplex,0
2,32,4,3,1.727,duplex,0
2.1964,30,4,2,1.585,duplex,0
2.3917,30,4,3,1.546,duplex,0
2.4375,36,3,2,1.548,duplex,0
1.6341,38,4,3,1.618,duplex,0
2.8427,27,4,2,1.644,duplex,0
2.1836,24,4,3,1.62,duplex,0
2.3444,30,4,3,1.561,duplex,0
2.152,35,4,3,1.708,duplex,0
3.1786,41,4,2,1.321,flat,0
2.4049,31,4,3,1.59,duplex,0
2.2422,33,5,3,1.682,duplex,0
2.9844,36,4,3,1.636,duplex,0
2.7321,41,4,2,1.56,duplex,0
3.0398,36,4,3,1.654,duplex,0
2.2122,30,4,3,1.694,duplex,0
2.0057,34,4,3,1.894,duplex,1
2.625,40,5,3,2.063,duplex,1
2.5703,38,4,2,1.786,duplex,0
2.3,37,5,3,1.656,duplex,0
2.4263,32,4,3,1.581,duplex,0
2.4071,33,5,3,1.705,duplex,0
2.3068,23,4,3,1.578,duplex,0
2.1743,30,4,2,1.76,duplex,0
2.63,29,4,3,1.56,duplex,0
3.0114,31,5,2,1.77,duplex,0
2.1731,38,5,3,1.438,duplex,0
2.1591,32,4,3,1.815,duplex,1
2.0524,31,4,3,1.608,duplex,0
2.6364,36,5,3,1.5,duplex,0
2.9375,33,4,2,1.625,duplex,0
2.1181,39,4,3,1.766,duplex,0
1.9464,32,4,2,1.906,duplex,1
2.3929,31,4,3,1.911,duplex,1
1.9063,13,4,2,1.75,duplex,0
3.0938,31,4,2,1.554,duplex,0
2.4821,33,4,3,1.5,duplex,0
2.5385,33,4,2,1.609,duplex,0
2.3,25,4,3,1.642,duplex,0
2.4432,24,4,3,1.875,duplex,1
2.2817,25,4,3,1.642,duplex,0
2.5556,29,4,3,1.465,duplex,0
1.4167,20,5,3,1.375,flat,0
2.0162,28,4,2,1.42,duplex,0
2.3175,26,4,3,1.545,duplex,0
1.9485,27,4,3,1.463,duplex,0
2.754,28,4,3,1.662,duplex,0
1.8897,43,5,3,1.743,duplex,0
3.1875,44,5,3,1.717,duplex,0
2.4688,38,5,3,1.69,duplex,0
3.9408,49,5,2,1.706,duplex,0
3.0313,43,5,3,1.661,duplex,0
3.1901,52,5,3,1.676,duplex,0
3.0313,43,7,3,1.661,duplex,0
2.6384,47,4,2,1.629,duplex,0
2.6951,44,4,3,1.693,duplex,0
3.0143,44,4,3,1.482,duplex,0
4.0609,47,5,3,1.713,duplex,0
2.881,47,4,3,1.833,duplex,1
1.6065,47,4,3,1.114,flat,0
2.1429,38,4,3,1.185,flat,0
2.0819,43,5,3,1.118,flat,0
2.1473,41,4,2,1.151,flat,0
2.5833,37,4,2,1.125,flat,0
1.6776,32,4,3,1.148,flat,0
1.7708,36,4,3,1.026,flat,0
1.1635,39,4,3,1.087,flat,0
1.9119,43,4,3,0.988,flat,0
2.5536,37,5,3,1.172,flat,0
1.9041,30,5,3,1.051,flat,0
2.2917,37,4,2,1.12,flat,0
2.0323,43,5,2,1.125,flat,0
1.8661,38,4,2,1.066,flat,0
2.1078,34,5,3,1.006,flat,0
1.6585,48,5,3,0.929,flat,0
2.3864,42,6,3,0.988,flat,0
1.8672,43,6,3,0.981,flat,0
0.9751,48,5,3,0.955,flat,0
1.9798,41,6,3,0.981,flat,0
1.695,39,3,2,0.948,flat,0
1.6597,36,4,2,1.091,flat,0
1.7778,44,4,2,1.099,flat,0
2.5729,39,4,2,0.973,flat,0
1.7396,34,4,3,1.059,flat,0
2.0655,37,5,3,0.934,flat,0
0.9166,42,6,3,0.99,flat,0
0.9518,27,4,2,0.914,flat,0
2.1389,39,5,3,1.689,duplex,0
2.1522,39,4,3,1.553,duplex,0
2.5966,32,4,2,1.709,duplex,0
1.9028,36,4,2,1.642,duplex,0
2.6179,35,3,2,1.588,duplex,0
