BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PxHeight,PxWeight,PriceRange
826,57,0.5,2,323,7,1,1,1,1,0,0.5,135,0,17,3,0,0,354,530,Low
771,62,2.9,1,1628,6,0,0,0,0,0,0.7,106,1,9,3,2,8,1709,1781,Medium
1811,33,2.9,8,2610,13,0,1,0,0,0,0.2,132,1,8,3,0,2,1099,1553,VeryHigh
1842,56,2.2,4,3721,4,1,0,0,1,1,0.4,179,1,16,11,7,10,783,1227,VeryHigh
1420,50,2.8,8,763,17,1,0,0,1,0,0.1,100,1,17,1,1,8,194,1393,Low
1763,10,0.5,3,792,13,1,1,0,1,0,0.2,184,0,17,12,12,19,238,1893,Low
1163,2,1.9,5,1568,19,0,1,0,0,1,0.9,133,0,14,0,6,20,919,1076,Medium
1805,29,0.5,4,1276,17,0,0,0,0,1,0.2,182,1,19,4,0,2,758,891,Medium
610,52,1.6,4,3472,12,1,1,0,1,1,0.4,90,1,10,4,9,19,1039,1273,VeryHigh
1533,17,1.1,4,2520,11,1,1,1,1,1,0.3,160,0,8,2,18,20,1054,1393,High
1924,63,0.5,2,3423,19,0,1,1,0,0,0.3,111,0,13,3,3,10,122,686,VeryHigh
1801,52,0.5,6,258,9,1,1,0,0,0,0.9,120,0,14,8,6,10,100,1708,Low
1726,42,1.9,5,1868,6,0,1,1,0,1,0.6,106,0,16,7,1,3,1221,1804,High
794,14,2.5,3,2171,18,1,0,0,1,0,0.6,197,0,19,8,15,19,312,1376,Medium
1686,28,0.5,5,780,5,1,0,0,0,1,0.8,182,0,11,10,4,8,599,1073,Low
1444,6,2.1,1,712,10,1,0,0,0,1,0.9,103,0,17,5,0,1,1274,1340,Low
1004,30,1.6,8,1012,13,1,1,1,1,0,1,160,1,7,4,0,1,62,581,Low
1242,28,2.4,4,318,19,0,1,0,0,1,0.2,166,0,11,10,8,9,315,1796,Low
539,26,1.5,6,3948,15,0,1,1,1,0,0.2,137,1,18,11,6,8,1123,1709,VeryHigh
717,14,1.1,8,629,20,1,1,1,0,0,0.1,99,0,16,15,2,6,1878,1981,Low
1540,29,0.7,7,1161,5,1,1,1,0,0,0.1,157,0,11,8,0,1,318,831,Low
672,35,0.5,8,1403,6,0,1,1,0,0,0.1,99,0,16,7,7,17,574,1267,Low
1325,13,0.5,4,3707,18,0,1,1,0,1,1,133,1,19,3,0,8,1353,1915,VeryHigh
950,55,0.5,8,1305,4,0,1,1,1,0,0.1,124,0,6,5,6,7,86,1681,Low
948,18,1.5,4,2926,9,1,1,0,1,0,0.3,119,1,17,13,6,7,340,1728,High
1328,27,0.5,3,2674,5,0,1,1,1,1,0.3,144,0,7,2,5,18,602,1156,High
1447,40,0.5,2,471,20,0,0,0,1,0,0.7,184,0,8,4,3,5,963,1062,Low
1973,21,0.5,8,1724,8,1,0,0,1,1,0.8,95,0,12,10,3,7,127,507,Medium
1731,60,2.3,4,1220,20,1,0,0,0,1,0.5,171,1,9,3,18,20,142,1039,Medium
1617,63,1.5,2,2754,8,0,1,1,1,0,0.7,111,1,19,10,1,10,274,1079,High
1791,33,0.5,5,594,16,1,1,1,1,1,0.5,110,0,17,8,1,4,371,682,Low
851,54,2.3,2,1005,14,1,1,1,1,0,1,101,0,12,2,7,9,788,1007,Low
856,14,1.9,1,2439,12,1,1,1,1,0,0.6,115,1,6,3,0,7,395,1027,Medium
714,30,0.5,4,2302,10,0,0,0,1,1,0.3,145,1,12,10,1,2,643,1527,Medium
951,15,0.5,2,1083,16,0,1,1,0,0,0.6,81,1,16,11,6,17,854,935,Low
1303,10,2.1,8,2219,15,0,1,1,1,1,0.4,109,1,9,3,6,15,1335,1873,High
1550,32,2.7,7,1571,14,0,0,0,0,1,0.1,126,0,12,3,2,5,1541,1619,High
1759,15,1.4,4,2107,16,0,1,1,0,1,0.4,101,1,18,5,10,13,382,1163,High
1448,2,0.5,5,593,18,1,1,0,1,0,0.2,100,1,9,4,18,19,846,1144,Low
1987,50,1.9,8,857,6,0,1,0,0,1,0.7,119,1,12,4,0,18,960,1925,Medium
908,44,2.1,5,3518,7,0,1,0,1,0,0.6,95,1,16,12,1,2,154,941,VeryHigh
820,58,0.5,4,1284,17,1,0,0,1,0,0.3,160,0,17,7,2,4,468,694,Low
904,19,2.7,6,545,16,1,0,0,0,0,0.6,147,0,19,18,4,7,1094,1496,Low
667,6,1.3,6,3566,12,1,1,1,1,0,0.1,149,0,9,5,4,10,272,870,High
1109,34,2.1,1,2821,17,0,1,0,1,0,0.1,173,0,13,5,1,4,165,1103,High
1333,59,1.4,7,3442,5,0,1,1,0,0,0.7,183,1,18,16,3,5,394,1301,VeryHigh
1352,6,2.4,6,1309,14,0,1,1,0,0,0.9,92,0,12,1,5,9,629,1299,Medium
1600,19,2.5,6,1179,18,1,0,0,1,0,0.6,88,0,10,3,1,9,831,1713,Medium
1454,37,1.4,8,1713,19,1,0,0,0,0,0.8,80,0,16,0,8,20,903,910,Medium
1489,9,2.1,3,1663,14,1,1,0,1,0,0.4,169,0,9,3,0,1,923,1759,Medium
1823,10,2.8,8,1812,19,1,1,0,1,0,0.6,81,1,5,0,11,19,362,1250,High
1581,41,1,4,1384,2,0,0,0,1,1,0.4,172,1,19,9,9,19,693,850,Medium
1672,44,1.7,8,1348,7,1,1,1,1,1,0.5,172,1,11,6,1,4,1250,1435,Medium
1283,27,0.7,4,3957,6,1,1,1,0,1,0.2,80,0,17,15,0,6,1135,1923,VeryHigh
630,14,2,8,1212,12,0,1,1,0,0,0.5,180,0,12,8,9,13,66,1448,Low
659,24,2.2,8,3925,10,0,1,1,1,0,0.7,151,1,8,1,0,2,924,1877,VeryHigh
1811,32,0.5,6,348,18,1,1,0,1,1,1,115,0,17,11,0,0,204,1132,Low
688,40,2.5,5,1382,8,0,0,0,0,1,0.2,109,1,12,7,9,20,376,1957,Medium
514,18,2.9,2,980,16,1,0,0,1,1,0.7,141,0,13,7,5,8,1083,1492,Low
1933,16,2.8,3,838,18,1,0,0,0,0,0.5,154,1,14,2,1,9,229,1473,Low
915,31,2,3,378,9,0,1,1,0,0,0.3,91,1,11,6,8,20,875,1316,Low
1006,22,2.2,4,909,7,1,1,1,1,0,0.8,135,0,18,4,4,8,35,991,Low
1134,13,0.9,4,3632,19,0,1,1,0,1,0.4,92,1,17,8,2,19,18,903,VeryHigh
599,64,2.9,8,3396,7,0,1,1,0,1,0.3,186,0,5,3,0,1,103,646,High
973,53,0.5,5,1861,16,1,0,0,0,0,0.5,196,1,13,10,5,7,105,588,Medium
1180,27,2.5,6,348,19,0,1,1,1,1,0.1,90,1,7,5,0,1,168,540,Low
1237,13,2.5,4,2528,16,0,0,0,0,1,0.8,98,0,11,8,7,12,18,1004,High
659,5,0.5,8,2190,16,1,1,1,0,0,0.3,169,1,16,10,7,10,659,730,Medium
1142,6,1.4,8,663,5,1,0,0,1,1,0.7,190,1,12,4,6,8,534,855,Low
1002,11,2.7,6,961,19,1,1,1,1,0,0.4,185,0,10,7,16,18,285,512,Low
1392,44,2.5,4,1280,16,0,1,1,1,0,0.7,113,0,8,1,0,2,482,1098,Medium
602,50,0.9,8,2189,16,0,0,0,0,0,0.9,141,1,7,5,9,18,1571,1717,High
1249,55,0.5,3,531,13,0,1,1,1,1,0.8,140,1,18,10,3,8,605,1193,Low
531,12,0.5,4,2331,20,1,1,1,1,1,0.5,121,0,18,12,0,3,158,1657,Medium
1450,31,2.1,5,794,9,0,0,0,1,0,0.6,114,1,11,5,1,4,1573,1639,Medium
1342,50,2.8,1,2644,11,0,0,0,1,0,0.1,173,1,7,2,1,8,127,620,High
832,22,0.5,1,1666,20,0,1,1,1,1,0.6,198,1,15,4,5,8,343,1431,Medium
867,57,1.5,4,2157,18,0,1,1,0,1,0.1,159,0,8,6,0,0,289,724,Medium
1404,44,2.1,1,1196,5,0,0,0,1,0,0.9,151,0,10,6,16,20,1703,1880,Medium
840,33,0.9,6,2072,19,1,0,0,0,0,0.7,150,1,10,8,6,7,1482,1591,High
1368,42,0.5,1,1590,14,0,1,1,0,0,0.2,91,0,12,0,10,20,907,925,Medium
1927,11,0.9,8,2916,18,1,0,0,1,0,0.4,190,1,16,11,3,12,491,1506,VeryHigh
1714,31,0.5,2,3707,19,1,0,0,1,0,0.4,120,0,5,1,7,10,287,627,VeryHigh
1201,10,0.5,6,726,3,0,1,1,0,1,0.4,198,1,11,4,1,5,1151,1723,Low
1796,44,2.3,2,3577,4,0,1,0,0,1,0.9,184,1,17,7,4,11,1024,1363,VeryHigh
1147,28,0.8,6,2627,15,1,1,0,1,0,0.7,158,0,18,3,11,13,1085,1134,High
776,20,1.7,4,685,7,0,1,1,1,1,1,146,1,15,11,0,9,991,1803,Low
510,33,2.6,6,1693,5,0,0,0,0,0,0.1,110,1,6,2,0,10,1052,1897,Medium
1045,40,1.2,6,2137,12,1,1,1,1,1,0.1,175,0,11,8,3,7,1078,1564,High
1497,10,0.9,8,3696,3,1,1,1,1,1,0.1,153,0,9,0,4,20,98,977,VeryHigh
1425,33,0.6,3,3771,9,0,1,1,1,1,0.5,89,0,10,3,0,2,396,1648,VeryHigh
726,40,2.2,4,1342,4,0,1,1,1,0,0.8,94,1,16,11,0,20,323,978,Low
1576,20,2,3,1379,16,0,1,1,1,1,0.6,148,0,17,1,0,0,410,1551,Medium
714,11,2.1,3,1164,19,1,1,1,0,1,0.1,197,1,15,12,5,6,1750,1857,Medium
1595,63,1.9,1,908,6,1,0,0,1,0,0.9,88,0,18,13,1,20,1475,1988,Medium
541,10,1,4,1019,15,0,1,1,0,0,0.4,127,1,19,9,0,0,1836,1873,Medium
1617,29,2.6,6,3685,18,0,0,0,0,1,0.9,113,0,13,1,14,20,283,676,VeryHigh
1154,5,1.1,1,1470,12,1,1,1,0,0,0.2,98,0,12,0,2,13,539,1240,Medium
1638,2,1,1,2299,9,0,1,0,1,0,0.2,189,1,19,9,6,11,440,563,High
1150,39,2.7,8,999,11,0,1,0,0,1,0.4,151,1,6,2,0,1,397,800,Low
1254,44,2.3,1,3011,12,0,1,1,0,1,0.2,149,1,7,4,0,10,204,1021,High
1806,54,2,1,3142,6,1,1,1,1,1,0.1,117,0,13,0,2,11,347,727,VeryHigh
603,12,1.5,6,1543,19,0,1,0,0,0,0.7,114,1,7,5,8,20,1003,1284,Medium
1834,40,2.1,4,3692,16,0,1,1,0,0,0.1,99,1,13,0,7,11,0,1987,VeryHigh
520,31,2.3,6,2753,17,0,1,1,1,0,0.8,145,0,13,7,0,14,264,519,Medium
565,50,0.6,2,2156,6,1,1,0,1,0,0.1,158,1,13,6,1,8,543,703,Medium
1689,9,0.5,5,2637,3,0,1,0,0,1,0.5,150,0,8,4,11,15,467,675,High
742,21,2.3,8,331,7,0,1,0,0,1,0.7,104,0,11,8,0,1,875,925,Low
1143,22,1.2,3,1214,16,1,1,1,0,0,1,125,1,12,5,1,6,1116,1724,Medium
761,3,0.5,7,2248,15,0,1,0,1,1,0.8,196,1,19,3,9,15,1325,1945,High
959,36,1.3,5,3073,8,1,1,0,1,1,0.4,196,1,19,1,0,14,1313,1331,VeryHigh
772,8,1.2,7,422,15,1,1,1,0,1,0.6,134,0,7,6,7,8,552,1802,Low
1015,12,0.8,3,2293,2,0,0,0,0,1,0.5,102,1,5,1,5,14,335,679,Medium
1824,2,1.9,1,3958,19,1,1,1,0,1,0.7,103,1,12,2,9,14,50,1105,VeryHigh
1130,29,0.5,1,432,10,1,1,1,1,1,0.7,130,1,6,1,1,14,593,1327,Low
1183,48,0.5,8,1152,3,1,1,1,0,1,0.1,120,0,8,3,3,12,268,1010,Low
574,26,2,6,1303,2,1,1,1,1,1,0.5,118,0,8,4,0,2,382,1364,Low
1472,20,3,2,797,11,0,1,1,0,0,0.3,169,1,6,1,4,6,443,892,Low
1868,40,0.5,8,298,17,0,1,1,0,1,0.9,179,1,8,2,2,17,576,884,Low
1375,20,2.9,6,3847,12,0,1,0,1,0,0.4,147,0,8,0,2,7,596,679,VeryHigh
881,64,1,3,2110,6,0,1,0,1,0,0.5,160,1,18,9,1,6,115,636,Medium
1742,43,0.5,3,1921,3,1,1,1,0,1,0.9,176,1,9,2,5,7,356,1407,High
1225,60,0.7,2,2423,6,1,1,0,0,0,0.1,107,0,17,11,6,15,10,1567,High
1970,15,0.5,2,1658,20,1,1,1,1,1,1,132,1,15,9,0,0,1399,1684,High
1186,21,0.5,8,2361,7,1,1,0,0,1,0.4,160,0,17,8,2,4,68,584,Medium
1762,60,0.7,4,1380,14,0,1,0,0,0,0.1,157,0,14,5,7,10,643,790,Medium
1731,4,1.4,6,3892,4,1,1,1,1,1,0.5,163,1,5,1,4,18,809,1988,VeryHigh
852,8,1.8,5,315,20,1,1,1,0,0,0.8,160,0,7,6,5,9,683,1349,Low
848,36,1.5,4,2289,19,1,1,1,1,1,0.3,151,1,10,2,4,16,56,527,Medium
1575,11,2.5,7,2182,17,1,1,1,0,0,0.2,185,1,7,3,0,20,492,818,High
1554,23,2.8,6,2184,20,1,1,0,1,0,0.1,105,0,13,9,7,18,699,1492,High
1972,48,1.6,8,2872,11,0,1,0,1,1,0.5,92,0,7,2,0,2,290,804,VeryHigh
827,35,0.6,6,2367,15,1,1,1,1,1,0.2,87,0,5,3,9,17,23,826,Medium
1063,3,1.5,4,1919,20,0,1,0,0,0,0.9,155,1,12,10,7,10,394,849,Medium
1695,34,2.3,5,3296,14,1,0,0,0,0,0.4,84,0,17,6,1,10,713,1742,VeryHigh
1343,14,2.4,8,462,11,1,1,1,1,0,0.9,81,1,18,7,5,10,1063,1205,Low
834,27,0.5,1,1591,20,0,1,1,0,0,0.2,123,1,11,9,2,16,1421,1463,Medium
595,20,2.6,2,1593,2,0,1,1,1,0,0.4,122,0,19,11,0,18,623,816,Low
1081,42,1.9,7,2456,7,1,1,1,0,1,0.1,101,0,7,4,13,17,83,816,Medium
911,14,1.4,4,2933,11,1,0,0,0,0,0.7,199,1,16,3,3,4,1563,1692,VeryHigh
844,22,2.2,7,3154,7,1,1,1,0,0,0.9,197,0,14,11,1,2,777,1995,VeryHigh
1335,60,3,2,3615,9,0,1,0,0,1,0.8,180,0,5,2,3,4,83,559,VeryHigh
1883,24,1.6,1,3563,3,0,0,0,0,0,0.1,87,0,17,10,9,16,203,915,VeryHigh
1128,33,0.5,8,1440,19,1,1,0,0,1,0.6,147,0,17,15,6,7,938,1226,Medium
826,57,2.4,2,1907,5,1,1,1,0,1,0.6,117,0,15,14,14,17,1077,1183,Medium
1650,38,2.3,1,324,2,0,1,1,1,0,0.7,89,1,14,10,0,1,773,881,Low
1162,50,1,4,1404,15,0,1,0,1,0,0.5,104,1,10,3,0,10,332,866,Medium
1517,8,2.5,4,2738,12,0,1,1,0,0,0.8,169,0,18,16,2,18,570,1645,High
963,60,0.5,3,2722,16,0,1,1,0,0,0.8,156,0,12,6,1,3,742,821,High
1837,12,1,8,2294,20,1,1,1,1,0,0.9,103,0,8,7,5,6,1420,1539,VeryHigh
1028,30,2.8,1,1424,13,0,1,1,1,1,0.1,193,0,18,4,1,10,1801,1923,Medium
1831,55,2.2,8,1133,10,1,0,0,0,1,1,189,1,14,3,4,9,1693,1790,Medium
571,58,2,6,555,11,1,1,1,1,1,0.6,101,0,19,10,5,11,31,1536,Low
1770,9,2.3,6,3785,14,0,1,0,1,1,0.6,183,0,13,10,0,5,1098,1373,VeryHigh
970,59,1.3,7,3675,12,1,0,0,0,1,0.2,84,0,12,0,5,19,1765,1786,VeryHigh
642,38,0.5,5,435,2,0,1,1,0,1,0.8,86,1,9,2,0,10,887,1775,Low
622,11,1.9,8,3183,4,1,1,0,1,1,0.8,193,1,5,0,12,14,760,1964,High
600,6,1.8,2,3495,7,0,1,1,0,1,0.8,199,1,17,4,9,15,486,1032,High
1412,57,0.6,3,1853,18,0,0,0,1,0,0.2,86,0,15,10,9,10,2,660,Medium
733,16,0.8,4,2648,19,0,1,0,0,0,0.4,138,1,12,0,7,12,202,1787,High
1070,19,3,7,2647,20,0,0,0,0,1,0.8,160,1,14,13,9,16,90,1614,High
875,30,0.7,8,702,15,1,1,0,1,1,0.7,146,1,19,15,1,8,469,853,Low
1994,5,0.7,2,1836,18,0,1,0,0,1,0.4,189,0,12,11,5,7,86,1546,High
823,18,1,5,3894,9,1,1,1,0,0,0.2,182,1,13,10,9,16,1180,1350,VeryHigh
1908,30,0.5,2,2944,17,0,1,1,1,0,1,111,0,19,17,9,19,140,1046,VeryHigh
790,44,0.5,8,3424,9,1,1,1,0,0,0.1,89,1,13,11,7,8,1100,1437,VeryHigh
1330,40,1.8,1,2678,14,1,1,0,1,1,0.5,177,1,9,4,1,5,194,892,High
1660,15,0.5,8,2424,9,0,1,1,0,0,0.7,100,1,12,5,2,8,440,569,High
1776,20,2.2,6,2671,12,0,0,0,1,0,0.9,82,1,15,10,2,16,1563,1803,VeryHigh
1611,27,0.5,1,3078,6,1,1,1,1,0,0.9,199,0,15,2,4,10,163,1011,High
1410,15,0.5,3,2304,18,1,1,1,0,1,0.3,92,1,18,4,0,1,192,1311,High
1772,45,1.6,2,1146,17,0,1,1,0,1,0.5,159,1,6,1,17,18,837,1405,Medium
1280,39,1.3,7,2335,2,0,1,1,1,1,1,108,0,6,4,0,1,356,588,Medium
1712,23,0.9,7,1422,15,1,1,0,0,1,1,155,1,5,0,2,19,155,663,Medium
1562,55,0.7,8,2096,3,0,0,0,0,1,0.1,140,0,15,3,0,1,1032,1776,High
891,18,1.9,6,1303,4,1,1,1,1,0,0.1,153,1,17,16,1,3,40,1435,Low
1957,36,1.2,2,1115,18,1,1,1,1,0,0.8,151,0,16,2,18,19,1194,1727,Medium
1110,42,0.6,5,456,18,0,1,0,0,0,0.9,192,1,12,8,1,2,1179,1262,Low
875,43,1.4,8,3396,18,1,1,1,0,1,0.6,104,0,14,2,1,3,902,969,VeryHigh
1211,28,1.2,2,2750,14,0,0,0,0,1,0.3,130,1,6,1,0,3,58,963,High
769,54,0.5,4,941,20,1,1,1,1,0,0.2,112,0,15,8,12,19,1385,1780,Low
671,2,2.9,6,2278,2,0,1,1,0,0,0.1,95,0,13,4,7,19,614,1617,High
1872,26,0.5,4,2273,8,0,1,1,1,0,0.5,172,0,8,4,5,10,672,1088,High
1076,14,2.3,5,2355,2,1,1,1,1,0,0.7,191,1,17,16,0,0,1088,1718,High
1325,50,1.9,1,2328,2,0,1,0,0,0,0.1,146,0,17,10,2,10,499,695,High
911,28,2.2,2,2638,13,1,1,1,1,1,0.5,182,1,8,4,1,2,157,763,Medium
1273,23,0.7,6,558,13,0,1,0,0,1,0.6,178,0,8,5,1,14,485,1399,Low
1062,39,0.5,4,1345,11,0,1,1,1,0,0.9,124,0,16,0,3,4,571,817,Low
1317,12,1.5,2,425,11,0,1,0,1,0,0.1,154,1,7,0,6,9,431,542,Low
940,16,2.9,4,2192,9,0,1,0,1,0,0.7,115,1,15,13,0,1,499,1090,Medium
729,14,2,6,3397,17,0,1,0,1,1,0.6,135,0,19,15,0,2,563,1055,High
1494,3,2.4,7,1208,17,0,1,1,0,0,0.9,93,1,14,13,6,17,944,1003,Medium
1546,27,1.6,2,267,16,1,1,1,0,1,0.7,124,1,12,10,2,6,1138,1491,Low
1253,34,0.7,4,3518,8,0,1,1,1,0,0.9,113,1,7,3,0,10,161,647,VeryHigh
895,16,0.5,8,3122,4,1,0,0,1,0,0.3,164,0,7,0,6,14,126,1575,High
793,43,1.9,8,1050,3,1,1,1,1,1,0.3,124,1,11,9,0,2,15,1196,Low
1628,56,1.8,2,3358,12,1,1,0,1,1,0.1,136,1,17,11,11,13,500,1713,VeryHigh
625,42,2.7,8,2929,17,1,1,0,0,0,0.8,138,0,10,4,2,3,203,1771,High
1110,12,1.5,8,624,15,0,1,1,0,0,0.3,153,0,9,7,2,5,961,1950,Low
999,49,1.7,1,1598,8,0,0,0,0,0,0.6,132,1,7,0,6,17,608,1970,Medium
1856,24,0.5,5,2052,10,1,1,1,0,0,0.1,155,1,17,6,0,1,277,1155,High
1715,15,2.6,6,1249,4,1,1,1,0,0,0.6,120,1,16,2,9,20,114,1849,Medium
1897,54,1.9,2,412,2,0,1,1,0,1,0.3,154,0,17,11,2,7,630,738,Low
1202,19,2.4,2,595,3,1,0,0,0,1,0.1,122,0,19,0,0,1,404,1742,Low
1171,19,1.7,7,263,8,1,0,0,0,1,0.3,167,0,6,5,2,19,248,755,Low
964,22,2,8,2577,5,0,1,1,0,0,0.7,86,1,17,16,0,0,225,1234,High
1973,46,2.4,4,639,3,1,0,0,1,1,0.1,193,0,6,0,6,10,699,851,Low
1992,2,0.6,1,3206,10,1,1,0,0,1,0.1,141,1,10,9,11,14,649,895,VeryHigh
546,26,2.6,5,1550,3,1,0,0,0,1,1,159,1,7,2,5,15,416,1658,Medium
1093,31,0.5,2,1646,6,0,1,1,0,0,0.6,171,1,12,0,1,12,1310,1420,Medium
1880,35,2,4,1930,15,0,0,0,0,1,0.1,200,1,17,7,11,14,930,1983,High
1765,11,1.1,2,3695,18,0,1,0,0,0,0.7,87,0,6,5,3,7,835,1175,VeryHigh
1640,36,0.5,8,3235,10,1,1,1,1,0,0.9,87,0,6,1,1,11,664,1806,VeryHigh
1830,7,0.5,6,2334,14,0,0,0,0,0,0.9,191,1,8,7,0,12,460,1583,High
826,62,0.6,4,1998,17,0,0,0,0,0,0.7,187,0,17,4,3,19,778,1615,Medium
1864,7,2.2,1,2258,10,0,1,1,0,0,0.1,142,0,10,1,0,2,225,1545,High
586,42,0.6,7,1869,7,0,1,1,1,1,0.3,121,1,12,2,16,17,785,1118,Medium
1206,30,3,3,1825,4,1,1,1,1,0,0.6,127,0,7,1,10,13,1581,1713,High
832,5,0.5,5,3946,14,1,1,1,1,1,0.1,165,1,12,5,1,2,9,1944,VeryHigh
848,8,2.8,7,436,15,0,1,0,1,1,0.1,103,1,10,6,1,3,7,1294,Low
1851,53,2.9,6,2678,8,0,1,0,0,0,0.7,112,0,6,0,0,2,174,1175,High
1166,59,0.5,1,3887,7,0,1,0,1,1,0.5,80,0,8,6,7,11,437,638,VeryHigh
1776,35,2.1,4,1813,20,1,1,0,1,1,0.1,172,1,16,13,10,16,278,623,Medium
1254,27,1.2,2,817,16,0,1,1,1,1,0.2,134,1,14,1,2,10,1288,1372,Low
1494,24,1.6,1,3614,9,1,1,1,0,0,0.2,101,0,15,12,4,17,979,1190,VeryHigh
984,39,2.2,8,2013,16,1,1,1,0,1,0.5,119,1,11,7,0,18,56,1931,Medium
1179,5,0.8,5,543,18,0,0,0,1,1,0.9,154,0,8,7,1,17,913,1429,Low
513,27,1.9,8,3400,13,0,0,0,1,0,0.4,174,1,16,6,8,13,282,710,High
557,17,0.5,6,2623,16,1,0,0,0,0,0.2,89,0,17,16,3,4,322,710,Medium
744,33,1.7,4,2700,19,1,1,1,0,0,0.5,105,0,9,3,0,2,1252,1963,High
1129,21,0.8,2,1400,13,1,1,1,0,1,0.6,116,1,11,0,9,10,1128,1702,Medium
1148,58,2.3,5,3127,11,1,1,1,0,0,0.3,170,0,10,7,0,20,606,688,High
1793,44,2.7,5,2803,6,0,1,1,1,0,0.7,175,1,19,9,12,17,655,1459,VeryHigh
1310,15,2.3,5,2518,5,1,0,0,1,0,0.2,150,1,18,17,3,11,954,970,High
1604,6,1.2,6,3564,2,0,1,0,0,0,0.5,191,1,7,2,1,15,68,1042,VeryHigh
1676,37,1.6,1,2515,4,0,1,0,1,0,0.2,145,0,14,8,2,3,134,1197,High
1001,40,2.8,3,3654,10,1,1,0,1,0,0.2,117,1,13,9,1,7,922,1836,VeryHigh
1086,24,2.7,8,3930,18,0,1,1,1,0,0.1,135,1,17,1,0,19,1874,1976,VeryHigh
1986,39,0.5,7,3476,17,1,1,1,0,1,0.1,89,1,11,8,7,19,251,599,VeryHigh
634,41,0.8,1,3242,4,0,1,0,1,1,0.2,192,0,18,11,5,12,1362,1853,VeryHigh
502,52,0.8,6,2666,20,0,1,0,0,0,1,82,1,5,4,7,8,281,1159,High
1641,48,1.1,8,1695,17,0,1,0,1,0,0.7,97,0,13,6,6,7,224,1994,High
623,15,1.4,3,3510,18,1,1,1,1,0,0.2,189,0,14,4,0,1,778,844,High
962,17,1.1,8,3438,20,1,0,0,0,1,0.1,161,0,14,3,3,20,546,1424,VeryHigh
1057,41,2.7,4,2033,2,0,1,1,0,1,0.1,97,1,16,9,3,10,397,891,Medium
1862,62,1.5,1,1017,9,0,1,0,0,0,1,182,0,11,3,1,2,386,1046,Medium
555,38,3,2,1686,8,1,1,1,1,1,0.8,193,0,8,1,5,10,214,1970,Medium
1000,58,2.7,5,862,20,0,1,1,0,0,1,135,0,7,0,1,12,461,833,Low
841,11,0.5,5,957,11,0,1,1,0,0,0.3,81,1,6,5,6,14,125,675,Low
865,16,2.9,4,3494,14,0,0,0,1,0,0.1,89,0,13,3,5,12,335,1009,VeryHigh
999,56,2.6,4,3083,11,1,1,1,1,0,1,165,1,8,4,11,13,342,1641,High
1232,30,1.2,6,1656,15,0,1,0,1,0,0.9,131,1,8,4,12,14,625,761,Medium
1194,34,2.3,2,313,19,0,1,1,0,0,0.2,165,1,15,1,6,12,494,509,Low
612,20,0.5,8,3282,18,1,1,1,1,1,0.8,179,1,16,2,1,6,1145,1487,VeryHigh
1362,47,2.9,6,3629,5,0,0,0,1,1,0.5,186,1,19,17,0,4,600,1042,VeryHigh
1469,44,1.7,2,1687,5,1,1,1,1,0,0.5,169,1,15,5,11,14,484,711,Medium
986,28,0.8,4,1149,18,0,1,1,0,1,0.8,182,1,8,7,13,20,199,679,Low
1843,62,2.8,3,3899,6,0,1,1,1,0,0.8,104,0,5,4,1,7,21,832,VeryHigh
1561,4,0.5,2,1783,10,1,1,1,0,0,0.5,134,1,13,12,10,13,885,1811,High
1695,47,0.5,5,1629,11,1,1,1,0,1,0.5,189,1,8,6,2,13,308,1208,Medium
667,8,2.6,1,2528,8,1,0,0,0,0,0.8,185,1,11,8,3,7,1015,1947,High
1768,2,2,7,3256,5,0,1,1,0,1,0.8,88,1,9,6,0,2,1303,1814,VeryHigh
1269,41,2.8,8,2341,16,1,0,0,1,1,1,180,0,10,9,16,17,406,1036,High
1109,57,2.8,1,2785,16,1,1,0,0,1,0.9,151,0,15,10,6,12,124,833,High
936,14,0.5,3,3761,12,1,1,1,0,0,0.1,164,0,13,1,14,17,150,1677,VeryHigh
1713,5,2,6,1513,2,0,1,1,1,1,0.7,199,0,15,6,9,16,108,1963,Medium
1175,45,1.7,2,2240,5,1,1,1,0,1,0.6,167,1,10,6,1,7,90,557,Medium
1940,5,1,4,820,3,1,1,1,1,1,0.2,194,1,19,18,0,1,588,1809,Medium
855,59,0.5,2,1875,8,0,1,1,1,1,0.5,159,1,16,8,2,3,1028,1196,Medium
771,33,0.5,3,920,10,1,1,1,1,1,0.1,157,1,16,2,0,17,776,1247,Low
645,63,2.5,4,3615,13,0,1,1,1,0,1,174,0,18,8,10,14,278,584,High
1307,7,1.8,7,1412,5,0,0,0,1,0,0.6,88,0,16,9,2,3,897,1103,Medium
1948,5,2.9,1,361,10,1,0,0,0,0,0.2,136,1,6,1,4,13,651,700,Low
1509,50,0.6,4,1540,3,1,1,0,0,0,0.3,81,1,12,8,5,8,1010,1684,Medium
626,11,2.8,2,1077,4,1,1,1,1,1,0.8,109,0,6,1,3,9,737,1759,Low
1190,40,2,5,3610,9,1,0,0,1,0,0.2,93,0,13,7,0,1,1399,1646,VeryHigh
1727,57,2.1,6,512,6,1,0,0,0,1,0.3,158,0,5,2,10,18,376,1288,Low
