Song_Name,Artist,Album,Playlist,Popular,Popularity,Duration,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Audio_Mode,Speechiness,Tempo,Time_Signature,Audio_Valence
I Miss You,Pablo Monte,I Miss You,Cool Down,0,52,236892,0.894,0.322,0.155,0.906,0,0.107,-18.919,1,0.0333,123.783,4,0.0815
Canto A La Habana,Pablo Milanés,Renacimiento,Orgullo Afro-Latino,0,26,230600,0.566,0.796,0.494,2.06E-05,2,0.0512,-10.135,1,0.28,133.945,4,0.677
Pasos de cero,Pablo Alborán,Terral,Latin Pop Classics,1,68,234373,0.308,0.749,0.637,0,7,0.0878,-6.924,1,0.0764,99.951,4,0.798
Corpo Sensual,Pabllo Vittar,Vai Passar Mal,Latin Pride,0,54,170649,0.119,0.717,0.918,0,0,0.0751,-2.638,1,0.0482,153.983,4,0.962
K.O.,Pabllo Vittar,Vai Passar Mal,Latin Pride,0,55,155654,0.505,0.689,0.713,0,11,0.0846,-4.34,0,0.0398,155.04,4,0.922
Mambo Jambo,Pérez Prado,Mambo No 5,Mambo Classics,0,36,195533,0.668,0.653,0.492,0.813,5,0.19,-17.149,1,0.0531,121.994,4,0.92
Mambo No 5,Pérez Prado,Mambo No 5,50 Latin Classics,0,52,162213,0.337,0.816,0.416,0.791,5,0.0452,-17.795,0,0.244,90.148,4,0.817
Mambo No 5,Pérez Prado,Mambo No 5,Mambo Classics,0,52,162213,0.337,0.816,0.416,0.791,5,0.0452,-17.795,0,0.244,90.148,4,0.817
Patricia,Pérez Prado,El Rey Del Mambo,Mambo Classics,0,33,128360,0.188,0.541,0.676,0.803,0,0.123,-7.988,1,0.135,76.231,4,0.911
Patricia,Pérez Prado,"Mambos Favoritos de Perez Prado, Machito, Y Tito Puente",Mambo Classics,0,0,141093,0.13,0.71,0.508,0.0487,1,0.119,-10.663,1,0.0665,138.999,4,0.748
The Peanut Vendor,Pérez Prado,"Mambos Favoritos de Perez Prado, Machito, Y Tito Puente",Mambo Classics,0,0,161343,0.668,0.527,0.768,0.806,5,0.161,-6.815,1,0.0736,172.531,4,0.908
Adriatic,Pærish,Semi Finalists,Rock Your Body,0,35,177658,0.000414,0.354,0.91,0.205,1,0.456,-5.831,1,0.043,154.99,4,0.362
Alive - Chris Lord-Alge Mix,P.O.D.,Satellite (U.S. Version WEA Distribution),Pumping Iron,0,60,205026,1.21E-05,0.421,0.95,0.000214,10,0.314,-3.985,1,0.0768,80.912,4,0.553
Boom,P.O.D.,Boom (Online Music),Jock Jams,0,48,190760,0.00318,0.559,0.931,1.24E-05,9,0.0624,-5.863,1,0.0721,90.911,4,0.644
Boom - 2006 Remastered Version,P.O.D.,Greatest Hits [The Atlantic Years],One More Rep,0,58,187240,0.00156,0.563,0.924,1.15E-06,2,0.0468,-5.567,1,0.0734,90.928,4,0.539
Higher,P.O.D.,Murdered Love,Pumping Iron,0,1,202266,0.000809,0.479,0.88,0,7,0.0896,-2.792,0,0.0576,166.021,4,0.764
Soundboy Killa,P.O.D.,Soundboy Killa,Rock Your Body,0,52,245186,0.000439,0.581,0.966,0.000115,7,0.0752,-6.117,1,0.117,94.992,4,0.53
Youth Of The Nation,P.O.D.,Satellite (U.S. Version WEA Distribution),00s Rock Anthems,1,72,256240,0.00834,0.563,0.86,0.0106,8,0.39,-7.533,1,0.0621,97.867,4,0.517
Youth Of The Nation,P.O.D.,Satellite (U.S. Version WEA Distribution),Beast Mode,1,72,256240,0.00834,0.563,0.86,0.0106,8,0.39,-7.533,1,0.0621,97.867,4,0.517
Youth Of The Nation,P.O.D.,Satellite (U.S. Version WEA Distribution),Hard Rock Workout,1,72,256240,0.00834,0.563,0.86,0.0106,8,0.39,-7.533,1,0.0621,97.867,4,0.517
Get The Party Started,P!nk,M!ssundaztood,2000s Smash Hits,1,67,191666,0.00127,0.806,0.902,0,11,0.212,-3.387,0,0.0475,128.943,4,0.961
Get The Party Started,P!nk,M!ssundaztood,The Britney Body Workout,1,67,191666,0.00127,0.806,0.902,0,11,0.212,-3.387,0,0.0475,128.943,4,0.961
Raise Your Glass,P!nk,Raise Your Glass,Teen Party,1,75,203333,0.00629,0.7,0.695,0,7,0.0319,-4.973,1,0.0897,122.028,4,0.633
Raise Your Glass,P!nk,Greatest Hits...So Far!!!,All Out 00s,0,63,203266,0.00624,0.7,0.708,0,7,0.0345,-4.952,1,0.087,122.031,4,0.619
Raise Your Glass,P!nk,Greatest Hits...So Far!!!,2000s Smash Hits,0,54,203306,0.00611,0.701,0.7,0,7,0.0295,-4.934,1,0.0876,122.035,4,0.625
Secrets - Syn Cole Remix,P!nk,Secrets (The Remixes),Nike Running Tempo Mix,0,61,190476,0.0135,0.702,0.796,5.56E-06,9,0.15,-3.129,0,0.0522,125.998,4,0.61
So What,P!nk,Funhouse,2000s Smash Hits,1,65,215160,0.000304,0.535,0.886,2.26E-06,11,0.257,-3.106,1,0.045,126.012,4,0.445
So What,P!nk,Funhouse,Hella Good New Millenia Hits,1,65,215160,0.000304,0.535,0.886,2.26E-06,11,0.257,-3.106,1,0.045,126.012,4,0.445
So What,P!nk,Greatest Hits...So Far!!!,All Out 00s,0,62,214520,0.000105,0.531,0.864,2.05E-06,11,0.346,-2.978,1,0.0433,126.02,4,0.401
So What,P!nk,Greatest Hits...So Far!!!,Feeling Accomplished,0,62,214520,0.000105,0.531,0.864,2.05E-06,11,0.346,-2.978,1,0.0433,126.02,4,0.401
So What,P!nk,Greatest Hits...So Far!!!,Pop Warmup 130 BPM,0,62,214520,0.000105,0.531,0.864,2.05E-06,11,0.346,-2.978,1,0.0433,126.02,4,0.401
Try,P!nk,The Truth About Love,Women of Pop,1,65,247906,0.00141,0.673,0.629,0,2,0.0944,-7.072,1,0.0299,103.998,4,0.551
What About Us,P!nk,Beautiful Trauma,Songs to Sing in the Car,1,81,269600,0.0285,0.489,0.588,2.11E-06,1,0.0906,-6.177,1,0.0507,113.617,4,0.187
What About Us,P!nk,Beautiful Trauma,The GRAMMYs Official Playlist,1,81,269600,0.0285,0.489,0.588,2.11E-06,1,0.0906,-6.177,1,0.0507,113.617,4,0.187
What About Us,P!nk,What About Us,Soft Pop Hits,1,73,271519,0.0254,0.386,0.594,3.03E-06,1,0.0873,-6.186,1,0.0565,113.843,4,0.187
What About Us - Cash Cash Remix,P!nk,What About Us (The Remixes),Powerwalk!,0,64,233902,0.0509,0.595,0.797,4.92E-06,8,0.104,-2.565,1,0.0466,122.801,4,0.221
What About Us - Tiësto's AFTR:HRS Remix,P!nk,What About Us (Tiësto's AFTR:HRS Remix),Running Workout Goals,0,56,242000,0.0125,0.58,0.844,0.000222,1,0.0693,-5.026,1,0.0584,119.964,4,0.196
Whatever You Want,P!nk,Beautiful Trauma,Soft Pop Hits,1,70,242813,0.00475,0.572,0.742,0,2,0.339,-3.783,1,0.0432,90.056,4,0.263
Who Knew,P!nk,I'm Not Dead,A Perfect Day,1,66,208493,0.00462,0.688,0.733,0,9,0.0756,-4.569,1,0.0274,140.004,4,0.459
Coldest Flows,P Money,Coldest Flows,Grime Shutdown,0,53,208879,0.104,0.811,0.804,0,1,0.0627,-5.474,1,0.259,140.018,4,0.778
Road Rage 2,P Money,Road Rage 2,Grime Shutdown,0,50,192181,0.168,0.529,0.886,0,1,0.102,-6.331,1,0.439,80.595,4,0.339
Bark at the Moon,Ozzy Osbourne,Bark At The Moon (Bonus Track Version),80s Hard Rock,1,65,257120,0.00253,0.303,0.961,6.20E-05,9,0.132,-5.333,0,0.243,146.591,4,0.305
Crazy Train - Remastered,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),80s Hard Rock,1,75,296200,0.361,0.453,0.906,0.000569,9,0.26,-4.001,1,0.115,137.575,4,0.473
Crazy Train - Remastered,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),80s Rock Anthems,1,75,296200,0.361,0.453,0.906,0.000569,9,0.26,-4.001,1,0.115,137.575,4,0.473
"Mama, I'm Coming Home",Ozzy Osbourne,No More Tears (Bonus Track Version),80s Hard Rock,1,68,251866,0.0105,0.282,0.656,0,8,0.0892,-6.557,1,0.0302,139.352,4,0.242
Over The Mountain,Ozzy Osbourne,Diary Of A Madman,80s Hard Rock,0,3,271400,4.95E-05,0.463,0.926,0.000576,5,0.0868,-3.563,0,0.12,131.129,4,0.501
Balenciaga,Ozuna,Balenciaga,El Bloque,1,76,223500,0.0552,0.756,0.436,1.27E-05,11,0.0699,-9.683,0,0.0848,159.992,4,0.34
Cumpleaños,Ozuna,Odisea,Represent_ Puerto Rico,1,69,219000,0.0889,0.664,0.748,0,5,0.0899,-3.718,0,0.0628,170.107,4,0.735
Ibiza,Ozuna,Aura,Vibras,1,87,200746,0.254,0.691,0.71,0,5,0.108,-5.144,1,0.334,192.046,4,0.726
Ibiza,Ozuna,Aura,Viva Latino,1,87,200746,0.254,0.691,0.71,0,5,0.108,-5.144,1,0.334,192.046,4,0.726
La Modelo,Ozuna,La Modelo (feat. Cardi B),Orgullo Afro-Latino,1,80,256551,0.213,0.822,0.743,0.0103,1,0.0957,-2.038,1,0.0451,98.005,4,0.78
Me Dijeron,Ozuna,Aura,Viva Latino,1,87,170133,0.0273,0.8,0.841,0,5,0.291,-2.817,0,0.0524,94.021,4,0.798
No Forcen,Ozuna,No Forcen,El Bloque,0,60,230522,0.419,0.794,0.612,0,7,0.181,-6.459,1,0.253,124.894,4,0.668
Unica,Ozuna,Unica,Exitos USA,1,86,219682,0.174,0.649,0.895,1.95E-06,0,0.095,-1.358,1,0.0394,174.074,4,0.664
Vaina Loca,Ozuna,Vaina Loca,Exitos USA,1,93,176133,0.315,0.754,0.805,0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
Vaina Loca,Ozuna,Vaina Loca,Latin Party Anthems,1,93,176133,0.315,0.754,0.805,0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
Vaina Loca,Ozuna,Vaina Loca,Viva Latino,1,93,176133,0.315,0.754,0.805,0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
Vaina Loca,Ozuna,Aura,Global Top 50,1,86,176133,0.315,0.754,0.805,0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
Vaina Loca,Ozuna,Aura,Now Hear This,1,86,176133,0.315,0.754,0.805,0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
Vaina Loca,Ozuna,Aura,Viral Hits,1,86,176133,0.315,0.754,0.805,0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
333,Ozoyo,333,Trap Instrumental Beats,0,47,222000,0.15,0.71,0.637,0.885,4,0.112,-9.239,1,0.0395,119.997,4,0.343
Dragostea Din Tei - Original Romanian Version,O-Zone,DiscOzone,Fiesta 90era,0,2,213800,0.168,0.8,0.965,0,0,0.0705,-3.923,1,0.0415,130.08,4,0.71
La Temperatura,Ozomatli,Don't Mess With The Dragon,Latinos Unidos,0,20,183173,0.0131,0.641,0.955,0.000145,0,0.0471,-3.313,1,0.128,150.032,4,0.929
Find Wally (feat. Jay2kim & Mar),O'YOUNG,Find Wally (feat. Jay2kim & Mar),K-Hip-Hop Beats,0,16,133200,0.0382,0.819,0.474,0,10,0.088,-11.693,1,0.0704,149.973,4,0.347
No Sides,OYABUN,NVRLND,Mellow Bars,0,45,209280,0.625,0.772,0.374,0,5,0.108,-8.125,0,0.226,125.117,4,0.487
Fireflies,Owl City,Ocean Eyes,Hella Good New Millenia Hits,1,80,228346,0.0294,0.591,0.649,0,3,0.133,-6.72,1,0.0417,90.002,4,0.489
Fireflies,Owl City,Ocean Eyes,All Out 00s,0,39,228346,0.0274,0.513,0.661,0,3,0.118,-6.8,1,0.0439,180.118,4,0.461
Good Time,Owl City,The Midsummer Station,Wa-oh-wa-oh!,0,30,205933,0.0216,0.554,0.878,5.76E-06,3,0.362,-4.271,1,0.134,126.045,4,0.682
Carried Away,Overstreet,Carried Away,It's ALT Good!,0,52,196720,0.019,0.636,0.98,2.37E-06,11,0.0905,-2.222,0,0.0476,129.996,4,0.96
Carried Away,Overstreet,Carried Away,Soak Up the Sun,0,52,196720,0.019,0.636,0.98,2.37E-06,11,0.0905,-2.222,0,0.0476,129.996,4,0.96
Cherry Wine,Overcoats,Cherry Wine,Acoustic Covers,1,65,246093,0.963,0.479,0.177,0,10,0.116,-11.266,1,0.036,124.033,3,0.136
Cherry Wine,Overcoats,Cherry Wine,Autumn Leaves,1,65,246093,0.963,0.479,0.177,0,10,0.116,-11.266,1,0.036,124.033,3,0.136
TWENTY,Ovan,TWENTY,K-Hip-Hop Beats,0,47,228783,0.391,0.697,0.846,0,0,0.0864,-4.958,1,0.222,110.912,4,0.542
Runnin',OvaEast Meech,Runnin',Hype Rhythm,0,28,141683,0.0341,0.868,0.512,4.22E-05,2,0.457,-7.29,1,0.332,143.169,4,0.208
Enloquéceme,OV7,Lo Mejor De OV7,Fiesta 90era,0,63,249400,0.0893,0.806,0.92,5.18E-06,5,0.316,-3.059,1,0.124,106.971,4,0.798
Avirex & Akademiks,Outsider,Avirex & Akademiks,Grime Instrumentals,0,15,233142,0.000228,0.685,0.59,0.96,0,0.0862,-7.101,0,0.0481,140.076,4,0.513
If I Don't Wake Up,outsideOUTSIDE,If I Don't Wake Up,Tomorrow's Hits,0,42,211600,0.0332,0.645,0.726,0,11,0.111,-5.427,1,0.337,74.957,4,0.531
ATLiens,OutKast,ATLiens,Big 3,1,66,230693,0.0294,0.918,0.734,7.90E-06,11,0.191,-2.832,0,0.269,97.044,4,0.608
ATLiens,OutKast,ATLiens,I Love My '90s Hip-Hop,1,66,230693,0.0294,0.918,0.734,7.90E-06,11,0.191,-2.832,0,0.269,97.044,4,0.608
B.O.B.,OutKast,Stankonia,Ill Lyricist,0,62,304226,0.0555,0.746,0.978,4.02E-05,9,0.026,-5.324,1,0.0978,153.897,4,0.652
B.O.B. - Radio Mix,OutKast,"Big Boi & Dre Present, Outkast",NIKE RUNNING FASTEST MILE,0,36,259360,0.11,0.741,0.994,0,8,0.0368,-2.507,1,0.14,153.88,4,0.593
Da Art of Storytellin' (Pt. 1),OutKast,Aquemini,Gold School,0,56,222653,0.108,0.752,0.856,0,2,0.745,-5.833,1,0.233,103.741,4,0.403
"Git Up, Git Out",OutKast,Southernplayalisticadillacmuzik,Ill Lyricist,0,51,447026,0.0196,0.841,0.578,0,4,0.137,-8.341,0,0.426,83.222,4,0.559
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,2000s Smash Hits,1,76,235213,0.103,0.728,0.974,0.000532,4,0.175,-2.261,0,0.0665,79.526,4,0.965
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,Hella Good New Millenia Hits,1,76,235213,0.103,0.728,0.974,0.000532,4,0.175,-2.261,0,0.0665,79.526,4,0.965
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,All Out 00s,1,75,235213,0.0588,0.719,0.967,0.000249,0,0.206,-2.435,1,0.0552,79.505,4,0.964
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,Just Get Going! 155 BPM,1,75,235213,0.0588,0.719,0.967,0.000249,0,0.206,-2.435,1,0.0552,79.505,4,0.964
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,Songs to Sing in the Shower,1,75,235213,0.0588,0.719,0.967,0.000249,0,0.206,-2.435,1,0.0552,79.505,4,0.964
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,Throwback Workout,1,75,235213,0.0588,0.719,0.967,0.000249,0,0.206,-2.435,1,0.0552,79.505,4,0.964
Hey Ya! - Radio Mix / Club Mix,OutKast,Speakerboxxx/The Love Below,Way Back Workout,1,75,235213,0.0588,0.719,0.967,0.000249,0,0.206,-2.435,1,0.0552,79.505,4,0.964
Hey Ya! - Radio Mix / Club Mix,OutKast,The Way You Move / Hey Ya!,Have a Great Day!,1,69,239240,0.0644,0.715,0.97,0.000156,0,0.205,-2.206,1,0.0648,79.504,4,0.963
Liberation (with Cee-Lo),OutKast,Aquemini,Soul Coffee,0,51,526373,0.0841,0.66,0.63,5.72E-05,11,0.0819,-9.615,1,0.149,157.594,4,0.591
Ms. Jackson,OutKast,Stankonia,2000s Smash Hits,1,78,270506,0.142,0.843,0.805,0,4,0.0771,-5.946,0,0.269,94.946,4,0.615
Ms. Jackson,OutKast,Stankonia,All Out 00s,1,78,270506,0.142,0.843,0.805,0,4,0.0771,-5.946,0,0.269,94.946,4,0.615
Rosa Parks,OutKast,Aquemini,I Love My '90s Hip-Hop,1,67,324373,0.104,0.792,0.701,0,6,0.761,-7.198,0,0.283,103.888,4,0.251
Rosa Parks - Radio Version,OutKast,Aquemini,Gameday - Golden State Warriors,0,57,247266,0.119,0.782,0.766,0.000746,6,0.315,-8.065,0,0.224,103.931,4,0.205
Rosa Parks - Radio Version,OutKast,Aquemini,Gold School,0,57,247266,0.119,0.782,0.766,0.000746,6,0.315,-8.065,0,0.224,103.931,4,0.205
Roses,OutKast,Speakerboxxx/The Love Below,Have a Great Day!,1,72,369573,0.0481,0.751,0.708,1.83E-05,0,0.107,-5.645,1,0.0545,108.97,4,0.509
Roses,OutKast,Speakerboxxx/The Love Below,Throwback Workout,1,72,369573,0.0481,0.751,0.708,1.83E-05,0,0.107,-5.645,1,0.0545,108.97,4,0.509
"So Fresh, So Clean",OutKast,Stankonia,Gold School,1,67,240026,0.0278,0.725,0.64,0,5,0.099,-7.905,0,0.332,166.029,3,0.915
The Way You Move (feat. Sleepy Brown) - Club Mix,OutKast,Speakerboxxx/The Love Below,2000s Smash Hits,1,68,234000,0.126,0.871,0.597,0.000115,5,0.0638,-4.932,0,0.0464,125.999,4,0.635
The Way You Move (feat. Sleepy Brown) - Club Mix,OutKast,Speakerboxxx/The Love Below,Gold School,1,68,234000,0.126,0.871,0.597,0.000115,5,0.0638,-4.932,0,0.0464,125.999,4,0.635
The Way You Move (feat. Sleepy Brown) - Club Mix,OutKast,Speakerboxxx/The Love Below,Throwback Workout,1,68,234000,0.126,0.871,0.597,0.000115,5,0.0638,-4.932,0,0.0464,125.999,4,0.635
Canta el Rio,Outernational,Todos Somos Ilegales,Latinos Unidos,0,14,260322,0.000238,0.537,0.877,5.42E-06,9,0.119,-6.405,1,0.0389,154.049,4,0.869
We Are All Illegals,Outernational,Todos Somos Ilegales,Latinos Unidos,0,23,274637,0.0114,0.517,0.927,0,9,0.0685,-4.191,1,0.0517,95.02,4,0.665
Tonight Is The Night,Outasight,Nights Like These,Wa-oh-wa-oh!,0,47,190000,0.0372,0.626,0.784,0,7,0.182,-3.874,1,0.0515,120.031,4,0.555
Cosmic Awareness,Out Of Gravity,Cosmic Awareness,Cool Down,0,56,268926,0.829,0.566,0.139,0.937,0,0.112,-22.174,0,0.0371,141.963,4,0.295
Desert Winds,Out Of Gravity,Drifting Clouds,Cool Down,0,46,259870,0.953,0.489,0.114,0.87,10,0.0921,-22.056,0,0.0331,124.022,4,0.0927
One Man Army,Our Lady Peace,Happiness...Is Not a Fish That You Can Catch,90s Pop Rock Essentials,0,49,202293,0.0273,0.406,0.888,0,6,0.0848,-4.204,1,0.131,159.386,4,0.592
Loneshark,"Our Hollow, Our Home",Hartsick,Adrenaline Workout,0,53,223506,0.000255,0.363,0.988,0.0462,10,0.615,-3.207,0,0.0922,89.944,4,0.0857
Next To Me,Otto Knows,Next To Me,Powerwalk!,0,62,202169,0.785,0.596,0.752,0.000419,11,0.105,-4.904,1,0.07,127.06,4,0.306
Not Alone,Otto Knows,Not Alone,Weekend Hangouts,0,52,215447,0.00538,0.68,0.721,0.000216,7,0.0679,-6.21,1,0.0355,122,4,0.267
(Sittin' On) The Dock Of The Bay,Otis Redding,"Atlantic 60th: Soul, Sweat And Strut",Happy Days,0,64,166826,0.726,0.486,0.312,1.59E-06,2,0.0601,-13.522,1,0.0533,205.917,4,0.598
Hard To Handle,Otis Redding,Soul Manifesto: 1964-1970,Body & Soul,0,62,141000,0.573,0.666,0.55,1.84E-06,10,0.122,-8.672,1,0.0612,95.552,4,0.961
My Girl - Remastered Mono,Otis Redding,Otis Blue: Otis Redding Sings Soul [Collector's Edition],Feelin' Good,1,65,175853,0.551,0.74,0.322,0.000763,0,0.17,-9.26,1,0.0399,102.889,4,0.629
Shake - Remastered Stereo,Otis Redding,Otis Blue: Otis Redding Sings Soul [Collector's Edition],Body & Soul,0,58,161480,0.2,0.583,0.471,0.0037,7,0.0871,-9.712,0,0.0692,163.364,4,0.796
Shake - Remastered Stereo,Otis Redding,Otis Blue: Otis Redding Sings Soul [Collector's Edition],Feelin' Good,0,58,161480,0.2,0.583,0.471,0.0037,7,0.0871,-9.712,0,0.0692,163.364,4,0.796
Stand By Me,Otis Redding,Pain In My Heart (US Release),Feelin' Good,1,72,172333,0.279,0.883,0.464,1.51E-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925
Stand By Me,Otis Redding,Pain In My Heart (US Release),Good Times_ Great Oldies,1,72,172333,0.279,0.883,0.464,1.51E-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925
Stand By Me,Otis Redding,Pain In My Heart (US Release),Have a Great Day!,1,72,172333,0.279,0.883,0.464,1.51E-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925
Stand By Me,Otis Redding,Pain In My Heart (US Release),ThrowbackThursday,1,72,172333,0.279,0.883,0.464,1.51E-05,10,0.0744,-11.251,1,0.0591,111.548,4,0.925
Soldiers,Otherwise,Soldiers,One More Rep,0,64,241848,0.0095,0.592,0.877,0.000171,2,0.131,-4.05,0,0.0502,117.106,4,0.712
"Yeah, I Know",Otherkin,The New Vice EP,Walk Like A Badass,0,11,213492,0.000266,0.486,0.977,0.000794,6,0.346,-4.634,0,0.0597,159.96,4,0.408
Safety (feat. Brandon Banks),Other,Safety (feat. Brandon Banks),LA Pops,0,39,187203,0.00176,0.54,0.873,4.57E-05,4,0.0803,-5.602,1,0.0648,136.948,4,0.319
Gardens,Otesla,Chillhop Raw Cuts,Lofi Hip-Hop,0,19,128464,0.146,0.747,0.339,0.741,2,0.0835,-7.881,1,0.0871,90.041,4,0.409
Hip Hop,Otesla,Hip Hop,Lofi Hip-Hop,0,45,107517,0.0268,0.79,0.281,0.919,6,0.0883,-8.897,1,0.0682,98.117,4,0.837
Tu Si Bailas,"Osmani Garcia ""La Voz""",Tu Si Bailas,Latin Cardio,0,54,220477,0.0535,0.845,0.818,0.000379,11,0.322,-3.736,0,0.223,136.046,4,0.781
Fryderyk,Oskar Schuster,Maribel,Calm Vibes,0,58,146000,0.984,0.508,0.134,0.96,1,0.0952,-21.304,1,0.0328,104.452,4,0.36
Maribel,Oskar Schuster,Maribel,The Most Beautiful Songs in the World,1,70,163865,0.921,0.57,0.158,0.927,0,0.0717,-21.329,1,0.0292,76.621,4,0.434
Vleurgat,Oskar Schuster,Sneeuwland,Calm Vibes,0,56,125681,0.988,0.701,0.187,0.898,0,0.0887,-21.138,0,0.0381,132.189,3,0.265
Bravo De Verdad,Oscar D'León,La Leyenda Viva Oscar D Leon,Salsa Classics,0,42,330930,0.749,0.729,0.763,0.00135,5,0.256,-5.652,1,0.0413,94.035,4,0.945
Detalles,Oscar D'León,Detalles,Salsa Classics,0,51,278871,0.184,0.724,0.77,3.70E-05,4,0.243,-4.024,1,0.0533,176.243,4,0.935
Detalles,Oscar D'León,Los Oscares De Oscar,Salsa Hits_ Los 90s,0,48,279997,0.229,0.725,0.678,2.65E-05,4,0.13,-6.373,1,0.0479,175.996,4,0.961
Lloraras,Oscar D'León,15 Exitos De- Oscar D Leon,Latin Party Anthems,1,69,221007,0.582,0.708,0.709,0.000516,9,0.0717,-7.555,1,0.0472,96.046,4,0.962
Lloraras,Oscar D'León,15 Exitos De- Oscar D Leon,Orgullo Afro-Latino,1,69,221007,0.582,0.708,0.709,0.000516,9,0.0717,-7.555,1,0.0472,96.046,4,0.962
Lloraras,Oscar D'León,15 Exitos De- Oscar D Leon,Represent_ Dominican Republic,1,69,221007,0.582,0.708,0.709,0.000516,9,0.0717,-7.555,1,0.0472,96.046,4,0.962
Lloraras,Oscar D'León,Los Oscares De Oscar,Bodega Sounds,0,48,228635,0.646,0.744,0.828,8.40E-05,8,0.0548,-6.496,0,0.0491,92.783,4,0.96
Lloraras,Oscar D'León,Los Oscares De Oscar,Salsa Hits_ Los 90s,0,48,228635,0.646,0.744,0.828,8.40E-05,8,0.0548,-6.496,0,0.0491,92.783,4,0.96
A Minha Menina,Os Mutantes,"""Os Mutantes""",Alternative 60s,0,42,284986,0.0568,0.455,0.93,0,7,0.464,-3.21,1,0.126,91.41,4,0.429
A Minha Menina,Os Mutantes,"""Os Mutantes""",Represent_ Brazil,0,42,284986,0.0568,0.455,0.93,0,7,0.464,-3.21,1,0.126,91.41,4,0.429
Siboney,Orquesta Aragón,La Charanga Eterna,Salsa Hits_ Los 90s,0,31,162160,0.65,0.543,0.439,0,7,0.454,-6.229,1,0.034,116.193,4,0.559
Abusadora,Oro Solido,Best Of The Best,Bodega Sounds,0,57,280640,0.0648,0.639,0.88,0.00106,7,0.0368,-4.957,1,0.224,84.652,4,0.552
Aprende a Querer,Orlando Marin,Latin Cool Classics: Orlando Marin,Mambo Classics,0,20,326826,0.287,0.556,0.597,7.54E-05,5,0.113,-13.701,1,0.145,109.174,4,0.606
Mi Jebita,Orlando Marin,Latin Cool Classics: Orlando Marin,Mambo Classics,0,24,275373,0.619,0.552,0.752,0.00162,0,0.341,-12.808,1,0.0571,100.643,4,0.901
Llorando,Orlando Collado,Sus Exitos,Salsa Hits_ Los 90s,0,38,304280,0.373,0.744,0.793,3.08E-06,9,0.0826,-5.018,0,0.0423,95.497,4,0.924
I Go Crazy,Orla Gartland,I Go Crazy,Pop Sauce,0,48,214574,0.0841,0.786,0.593,0,6,0.144,-8.254,0,0.0538,109.993,4,0.544
Simulator,Orjan Nilsen,Simulator,EDM Workout,0,52,221818,0.00149,0.65,0.956,0.841,1,0.545,-4.183,1,0.0625,131.985,4,0.157
Bembé,Orishas,Bembé,Orgullo Afro-Latino,0,33,265006,0.0214,0.653,0.893,0,2,0.228,-4.395,0,0.053,127.992,4,0.262
Represent,Orishas,Antidiotico,Orgullo Afro-Latino,0,44,221440,0.0661,0.831,0.604,0.000433,11,0.136,-6.507,0,0.0619,98.982,4,0.607
Represent,Orishas,Antidiotico,Represent_ Cuba,0,44,221440,0.0661,0.831,0.604,0.000433,11,0.136,-6.507,0,0.0619,98.982,4,0.607
Famous,Original Broadway Cast of On Your Feet,On Your Feet (Original Broadway Cast Recording),For Puerto Rico Por Puerto Rico,0,19,187093,0.152,0.411,0.419,5.15E-06,0,0.484,-7.05,1,0.0295,79.942,4,0.137
Day Loop,Oribu,Rainy Day,Chill Instrumental Beats,0,44,126857,0.792,0.715,0.408,0.838,0,0.104,-14.068,1,0.0486,139.742,4,0.323
Crises,organic_kid,BLESS Vol. 2,Lush Lofi,0,50,163500,0.972,0.589,0.194,0.873,5,0.0841,-13.551,1,0.0974,82.123,4,0.474
All the Juice,Oren Major,All the Juice,Straight Off The Porch,0,40,204251,0.0527,0.679,0.76,0,10,0.102,-4.192,0,0.325,141.928,4,0.16
All the Juice 2,Oren Major,All the Juice 2,Straight Off The Porch,0,30,228205,0.233,0.809,0.53,0,10,0.105,-10.486,0,0.255,141.978,4,0.089
Continue,Oren Major,Continue,Straight Off The Porch,0,33,173792,0.68,0.719,0.538,0,4,0.691,-11.858,0,0.591,91.834,4,0.423
Electricity - 2003 Digital Remaster,Orchestral Manoeuvres In The Dark,Orchestral Manoeuvres In The Dark,Alternative 80s,0,55,219066,0.00732,0.47,0.909,0.304,9,0.314,-5.215,0,0.0339,161.647,4,0.534
