Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
Hyundai Xcent 1.2 VTVT S,2019,Petrol,Manual,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,20.14 kmpl,90000,First Owner,Individual,590000
Jeep Compass 2.0 Longitude Option BSIV,2018,Diesel,Manual,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5,17.1 kmpl,80000,First Owner,Individual,1675000
Ford Aspire Titanium BSIV,2019,Petrol,Manual,1194 CC,94.93 bhp,120Nm@ 4250rpm,5,19.4 kmpl,33000,First Owner,Dealer,800000
Chevrolet Sail 1.2 LS ABS,2014,Petrol,Manual,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5,18.2 kmpl,13500,First Owner,Individual,450000
Tata Indigo LX,2012,Diesel,Manual,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,17.0 kmpl,80000,First Owner,Individual,300000
Hyundai i20 1.2 Spotz,2017,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,20000,First Owner,Individual,645000
Maruti Swift Dzire VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,23.4 kmpl,58000,First Owner,Individual,520000
Hyundai EON Magna Plus,2013,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,40000,First Owner,Individual,200000
Honda City i VTEC V,2015,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,17.4 kmpl,30000,First Owner,Individual,700000
Maruti 800 AC,2000,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,50000,Second Owner,Individual,45000
Ford Figo Aspire 1.5 TDCi Ambiente,2016,Diesel,Manual,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5,25.83 kmpl,73000,First Owner,Individual,459999
Maruti Ritz VDi,2014,Diesel,Manual,1248 CC,73.94 bhp,190Nm@ 2000rpm,5,23.2 kmpl,90000,Second Owner,Individual,325000
Maruti Wagon R VXI BS IV,2015,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,50000,Second Owner,Individual,350000
Hyundai Verna 1.6 CRDI,2011,Diesel,Manual,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5,22.32 kmpl,80000,Third Owner,Individual,440000
Hyundai i20 1.4 CRDi Magna,2011,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,21.9 kmpl,70000,Second Owner,Individual,320000
Chevrolet Spark 1.0 LS,2011,Petrol,Manual,995 CC,62 bhp,90.3Nm@ 4200rpm,5,18.0 kmpl,41000,First Owner,Individual,169000
Volkswagen Polo Petrol Comfortline 1.2L,2013,Petrol,Manual,1198 CC,73.9 bhp,110Nm@ 3750rpm,5,16.47 kmpl,50000,Fourth & Above Owner,Individual,350000
Ford Classic 1.4 Duratorq Titanium,2014,Diesel,Manual,1399 CC,67 bhp,160Nm@ 2000rpm,5,19.68 kmpl,113226,First Owner,Dealer,350000
Ford Figo Diesel Celebration Edition,2013,Diesel,Manual,1399 CC,68.1 bhp,160Nm@ 2000rpm,5,20.0 kmpl,90000,Second Owner,Individual,310000
Maruti Swift 1.3 VXi,2007,Petrol,Manual,,,,,,70000,Third Owner,Individual,150000
Mahindra Scorpio M2DI,2010,Diesel,Manual,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5,13.5 kmpl,160500,Fourth & Above Owner,Individual,420000
Maruti Ciaz AT ZXi,2015,Petrol,Automatic,1373 CC,91.1 bhp,130Nm@ 4000rpm,5,19.12 kmpl,30000,First Owner,Individual,685000
Renault Duster 4x4,2014,Diesel,Manual,1461 CC,108.45 bhp,245Nm@ 1750rpm,5,19.72 kmpl,132000,Second Owner,Individual,560000
Maruti Swift VDI,2013,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,22.9 kmpl,120000,Third Owner,Individual,470000
Hyundai Verna Transform VTVT,2011,Petrol,Manual,1599 CC,103.2 bhp,14.9 KGM at 3000 RPM,5,16.2 kmpl,80000,Second Owner,Individual,380000
Mahindra Scorpio 1.99 S6 Plus,2015,Diesel,Manual,1997 CC,120 bhp,280Nm@ 1800-2800rpm,7,15.4 kmpl,57000,Second Owner,Individual,670000
Maruti Swift Dzire LXI 1.2 BS IV,2018,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,22.0 kmpl,5000,First Owner,Individual,550000
Hyundai Verna 1.6 VTVT SX,2016,Petrol,Manual,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,17.01 kmpl,25000,First Owner,Individual,749000
Hyundai Creta 1.6 CRDi SX Option,2015,Diesel,Manual,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,19.67 kmpl,80000,Second Owner,Individual,899000
Chevrolet Optra Magnum 2.0 LS BSIII,2011,Diesel,Manual,1991 CC,123.7 bhp,305Nm@ 2000rpm,5,16.52 kmpl,88000,Third Owner,Individual,290000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,12.99 kmpl,217000,Second Owner,Individual,869999
Datsun GO Plus A,2015,Petrol,Manual,1198 CC,67 bhp,104Nm@ 4000rpm,7,20.62 kmpl,60000,First Owner,Individual,350000
Maruti Swift Dzire VXI,2017,Petrol,Manual,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,20.85 kmpl,43000,First Owner,Individual,500000
Skoda Rapid 1.5 TDI AT Ambition Plus,2014,Diesel,Automatic,1498 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,21.66 kmpl,77000,Second Owner,Individual,400000
Renault KWID RXT,2016,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,30000,First Owner,Individual,260000
Maruti Alto 800 LXI,2015,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,40000,Second Owner,Individual,220000
Chevrolet Enjoy TCDi LS 8 Seater,2014,Diesel,Manual,1248 CC,73.8 bhp,172.5Nm@ 1750rpm,8,18.2 kmpl,139000,Second Owner,Individual,190000
Hyundai Grand i10 Magna,2016,Petrol,Manual,1197 CC,82 bhp,114Nm@ 4000rpm,5,18.9 kmpl,80000,First Owner,Individual,400000
Chevrolet Beat Diesel LT Option,2014,Diesel,Manual,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5,25.44 kmpl,76000,Second Owner,Individual,170000
Hyundai Elite i20 Magna Plus BSIV,2019,Petrol,Manual,1197 CC,81.86 bhp,117nm@ 4000rpm,5,18.6 kmpl,3500,First Owner,Individual,650000
Maruti 800 AC BSIII,2007,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,62000,Second Owner,Individual,60000
Tata New Safari 4X2,2007,Petrol,Manual,2092 CC,127 bhp,"20@ 3,750(kgm@ rpm)",7,12.0 kmpl,110000,Second Owner,Individual,300000
Chevrolet Spark 1.0 LT,2012,Petrol,Manual,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5,16.2 kmpl,40000,Second Owner,Individual,125000
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2013,Diesel,Manual,,,,,,120000,Second Owner,Individual,130000
Mahindra XUV500 W6 2WD,2012,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,1500000,First Owner,Individual,500000
Maruti Alto LX,2011,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,Third Owner,Individual,170000
Maruti Swift Dzire LDi,2012,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,77000,Second Owner,Individual,310000
Chevrolet Spark 1.0 LT,2011,Petrol,Manual,995 CC,62 bhp,90.3Nm@ 4200rpm,5,18.0 kmpl,110000,Second Owner,Individual,130000
Maruti Wagon R VXI Optional,2016,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,20000,First Owner,Individual,465000
Mahindra Jeep MM 540,1995,Diesel,Manual,,,,,,90000,Third Owner,Individual,160000
Mercedes-Benz E-Class E270 CDI,2005,Diesel,Automatic,2987 CC,198.5 bhp,"46.5@ 1,400-2,800(kgm@ rpm)",5,11.0 kmpl,120005,Second Owner,Individual,800000
Maruti Alto K10 Knightracer,2012,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.2 kmpl,16830,First Owner,Individual,260000
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,Diesel,Manual,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,15.96 kmpl,70000,First Owner,Individual,500000
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,38000,First Owner,Individual,325000
Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,Diesel,Manual,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,15.96 kmpl,80000,First Owner,Individual,400000
Toyota Fortuner 2.8 4WD MT BSIV,2018,Diesel,Manual,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7,14.24 kmpl,50000,First Owner,Individual,3200000
Tata Indica V2 DLE BSIII,2007,Diesel,Manual,1396 CC,52.8 bhp,85Nm@ 2500rpm,5,17.88 kmpl,50000,First Owner,Individual,200000
Mahindra Quanto C2,2013,Diesel,Manual,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,17.21 kmpl,52000,First Owner,Individual,450000
Tata Indigo V BSIII,2012,Diesel,Manual,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5,17.0 kmpl,50000,First Owner,Individual,229999
Hyundai EON Magna Plus,2016,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,30000,First Owner,Individual,340000
Mahindra Bolero 2011-2019 SLE BSIII,2014,Diesel,Manual,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7,15.96 kmpl,103000,First Owner,Individual,550000
Ford Endeavour 3.0L 4X4 AT,2011,Diesel,Automatic,2953 CC,153.86 bhp,380Nm@ 2500rpm,7,11.4 kmpl,93468,Second Owner,Individual,975000
Volvo XC40 D4 Inscription BSIV,2019,Diesel,Automatic,1969 CC,190 bhp,400Nm,5,18.0 kmpl,20000,First Owner,Individual,3800000
Volkswagen Jetta 1.6 Trendline,2010,Petrol,Manual,1595 CC,102 bhp,"15@ 3,800(kgm@ rpm)",5,14.0 kmpl,80000,Second Owner,Individual,225000
Ford Endeavour 3.2 Titanium AT 4X4,2018,Diesel,Automatic,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7,10.91 kmpl,12000,First Owner,Individual,3250000
Tata Indigo eCS VX BSIV,2013,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,25.0 kmpl,70000,First Owner,Individual,280000
Honda Amaze V Petrol BSIV,2019,Petrol,Manual,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,19.5 kmpl,4500,First Owner,Individual,700000
Tata Indigo CS eLX BS IV,2012,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,23.03 kmpl,35000,First Owner,Individual,259000
Toyota Fortuner 2.8 4WD AT BSIV,2018,Diesel,Automatic,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7,15.04 kmpl,60000,First Owner,Individual,3200000
Mahindra XUV500 W10 1.99 mHawk,2018,Diesel,Manual,1997 CC,140 bhp,320Nm@ 1600-2800rpm,7,16.0 kmpl,30000,First Owner,Individual,1400000
Ford Figo 1.5P Titanium AT,2015,Petrol,Automatic,1499 CC,110.4 bhp,136Nm@ 4250rpm,5,17.01 kmpl,40000,First Owner,Individual,416000
Tata Manza ELAN Quadrajet BS III,2011,Diesel,Manual,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5,19.0 kmpl,70000,First Owner,Individual,250000
Tata Manza Aura (ABS) Quadrajet BS IV,2010,Diesel,Manual,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,21.12 kmpl,120000,First Owner,Individual,210000
Mahindra Scorpio VLX 2WD BSIII,2008,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,12.05 kmpl,120000,Second Owner,Individual,290000
Tata Indigo CS eLS BS IV,2012,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,23.03 kmpl,90000,First Owner,Individual,220000
Tata Indigo eCS LX BSIV,2012,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,23.03 kmpl,35000,Second Owner,Individual,246000
Maruti Omni E MPI STD BS IV,2018,Petrol,Manual,796 CC,34.2 bhp,59Nm@ 2500rpm,8,16.8 kmpl,30000,First Owner,Individual,260000
Hyundai Creta 1.4 CRDi S,2018,Diesel,Manual,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5,21.38 kmpl,70000,First Owner,Individual,1050000
Tata Manza Club Class Quadrajet90 LX,2012,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5,21.02 kmpl,60000,First Owner,Individual,290000
Tata Indigo eCS VX BSIV,2013,Diesel,Manual,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5,25.0 kmpl,70000,First Owner,Individual,310000
Hyundai i20 1.2 Asta,2018,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,6000,First Owner,Individual,700000
Maruti Swift VXI Optional,2016,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,20000,First Owner,Individual,550000
Tata Indigo CS LX (TDI) BS-III,2017,Diesel,Manual,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,19.09 kmpl,70000,First Owner,Individual,450000
Honda City i VTEC VX,2016,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,17.8 kmpl,65000,First Owner,Individual,773000
Tata Tiago 1.2 Revotron XZ,2017,Petrol,Manual,1199 CC,84 bhp,114Nm@ 3500rpm,5,23.84 kmpl,25000,First Owner,Individual,450000
Maruti Eeco 5 Seater AC BSIV,2019,Petrol,Manual,1196 CC,73 bhp,101Nm@ 3000rpm,5,15.37 kmpl,10000,First Owner,Individual,409999
Maruti 800 Std MPFi,2003,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,35000,Fourth & Above Owner,Individual,45000
Nissan Teana XL,2014,Petrol,Automatic,2496 CC,179.5 bhp,228Nm@ 4400rpm,5,11.07 kmpl,80000,Second Owner,Individual,600000
Chevrolet Beat LT,2010,Petrol,Manual,1199 CC,79.4 bhp,108Nm@ 4400rpm,5,18.6 kmpl,63000,First Owner,Individual,250000
Tata Indica V2 DLS TC,2008,Diesel,Manual,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5,16.8 kmpl,100000,First Owner,Individual,70000
Honda Amaze S i-VTEC,2019,Petrol,Manual,1198 CC,86.7 bhp,109Nm@ 4500rpm,5,17.8 kmpl,1303,First Owner,Dealer,690000
Audi Q5 35TDI Premium Plus,2018,Diesel,Automatic,1968 CC,188 bhp,400nm@ 1750-3000rpm,5,17.01 kmpl,31800,First Owner,Dealer,3975000
Lexus ES 300h,2019,Petrol,Automatic,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5,22.37 kmpl,20000,First Owner,Dealer,5150000
Jaguar XF 2.0 Diesel Portfolio,2017,Diesel,Automatic,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5,19.33 kmpl,45000,First Owner,Dealer,3200000
Jeep Wrangler 2016-2019 3.6 4X4,2017,Petrol,Automatic,3604 CC,280 bhp,347Nm@ 4300rpm,5,9.5 kmpl,17000,First Owner,Individual,4100000
Toyota Yaris V BSIV,2018,Petrol,Manual,1496 CC,105.5 bhp,140Nm@ 4200rpm,5,17.1 kmpl,4295,First Owner,Trustmark Dealer,1000000
Toyota Yaris V BSIV,2018,Petrol,Manual,1496 CC,105.5 bhp,140Nm@ 4200rpm,5,17.1 kmpl,5229,First Owner,Trustmark Dealer,1000000
Toyota Camry 2.5 Hybrid,2016,Petrol,Automatic,2494 CC,157.7 bhp,213Nm@ 4500rpm,5,19.16 kmpl,68089,First Owner,Trustmark Dealer,2000000
Maruti Ciaz 1.3 Alpha,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,23712,First Owner,Trustmark Dealer,925000
Honda Jazz VX,2016,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.2 kmpl,56494,First Owner,Trustmark Dealer,550000
Maruti Wagon R VXI BS IV,2018,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,16589,First Owner,Trustmark Dealer,430000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,12.99 kmpl,79328,Second Owner,Trustmark Dealer,750000
Honda City i VTEC V,2016,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,17.8 kmpl,53201,Second Owner,Trustmark Dealer,675000
Maruti Baleno Delta,2017,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.01 kmpl,25272,First Owner,Trustmark Dealer,570000
Maruti Vitara Brezza ZDi Plus,2017,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,53619,First Owner,Trustmark Dealer,850000
BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,7500,First Owner,Dealer,5400000
BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,8500,First Owner,Dealer,5500000
Honda Amaze V CVT Petrol BSIV,2019,Petrol,Automatic,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,19.0 kmpl,7032,First Owner,Trustmark Dealer,779000
Ford Ecosport 1.5 Petrol Ambiente,2018,Petrol,Manual,1496 CC,120.69 bhp,149Nm@ 4500rpm,5,15.9 kmpl,6001,First Owner,Dealer,640000
Tata Indigo CS LS (TDI) BS-III,2013,Diesel,Manual,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,19.09 kmpl,80000,First Owner,Individual,250000
Renault Duster 110PS Diesel RxZ,2018,Diesel,Manual,1461 CC,108.45 bhp,245Nm@ 1750rpm,5,19.6 kmpl,12000,First Owner,Individual,1250000
Ford EcoSport 1.5 Petrol Titanium BSIV,2017,Petrol,Manual,1497 CC,121.31 bhp,150Nm@ 4500rpm,5,17.0 kmpl,25000,First Owner,Individual,889000
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,2017,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,40000,Second Owner,Individual,750000
Maruti Swift Ldi BSIV,2010,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,130000,Third Owner,Individual,320000
Skoda Yeti Ambition 4WD,2011,Diesel,Manual,1968 CC,138.08 bhp,320Nm@ 1750-2500rpm,5,17.67 kmpl,202000,First Owner,Individual,600000
Maruti Ciaz S 1.3,2018,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,28.09 kmpl,40000,First Owner,Individual,1000000
Maruti Zen LX,2000,Petrol,Manual,993 CC,60 bhp,78Nm@ 4500rpm,5,17.3 kmpl,70000,Fourth & Above Owner,Individual,110000
Honda City 2017-2020 GXi,2008,Petrol,Manual,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5,17.7 kmpl,120000,Second Owner,Individual,250000
Maruti Swift Dzire VDI,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,60000,First Owner,Individual,600000
Maruti Zen Estilo LXI BS IV,2009,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,19.0 kmpl,60000,First Owner,Individual,165000
Maruti Alto LXI,2004,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,60000,Second Owner,Individual,118000
Maruti Baleno Delta 1.3,2016,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,27.39 kmpl,78000,First Owner,Individual,700000
Renault Duster 85PS Diesel RxL Optional,2013,Diesel,Manual,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,20.46 kmpl,80000,Second Owner,Individual,585000
Maruti Alto LXi,2006,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,120000,Fourth & Above Owner,Individual,120000
Maruti 800 Std MPFi,2003,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,90000,Fourth & Above Owner,Individual,65000
Maruti Alto LX,2006,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,100000,Second Owner,Individual,150000
Maruti Alto Std,2009,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,70000,Fourth & Above Owner,Individual,150000
Hyundai Accent VIVA CRDi,2004,Diesel,Manual,1493 CC,82 bhp,187Nm@ 2500rpm,5,13.1 kmpl,160000,Third Owner,Individual,170000
Mahindra Scorpio 2.6 CRDe,2006,Diesel,Manual,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,10.5 kmpl,120000,Third Owner,Individual,250000
Hyundai Accent CRDi,2005,Diesel,Manual,1493 CC,82 bhp,187Nm@ 2500rpm,5,13.1 kmpl,100000,Third Owner,Individual,100000
Maruti Ertiga VDI,2013,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,20.77 kmpl,60000,Second Owner,Individual,599000
Chevrolet Cruze LTZ,2010,Diesel,Manual,1991 CC,147.9 bhp,327Nm@ 2600rpm,5,18.3 kmpl,135000,Third Owner,Individual,250000
Maruti Swift VXI Optional,2016,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,90000,First Owner,Individual,570000
Volkswagen Polo Diesel Highline 1.2L,2013,Diesel,Manual,1199 CC,73.9 bhp,180Nm@ 2000rpm,5,22.07 kmpl,75000,Second Owner,Individual,440000
Toyota Innova 2.5 E Diesel MS 7-seater,2005,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,11.4 kmpl,185000,Second Owner,Individual,300000
Nissan Micra XV CVT,2015,Petrol,Automatic,1198 CC,76 bhp,104Nm@ 4400rpm,5,19.34 kmpl,71717,Second Owner,Individual,300000
Mahindra Scorpio VLX 2WD ABS AT BSIII,2011,Diesel,Automatic,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8,11.79 kmpl,150000,Second Owner,Individual,500000
Maruti Swift Dzire VDI,2016,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,26.59 kmpl,55000,First Owner,Individual,660000
Ford Fiesta Classic 1.6 Duratec LXI,2012,Petrol,Manual,1596 CC,99.6 bhp,146Nm@ 3400rpm,5,15.3 kmpl,90000,Second Owner,Individual,256000
Renault KWID 1.0 RXT Optional,2018,Petrol,Manual,999 CC,67 bhp,91Nm@ 4250rpm,5,23.01 kmpl,35000,First Owner,Individual,409999
Toyota Fortuner 4x4 MT,2015,Diesel,Manual,2982 CC,168.5 bhp,343Nm@ 1400-3400rpm,7,12.55 kmpl,120000,Second Owner,Individual,1888000
Hyundai Santro Xing GLS LPG,2011,LPG,Manual,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5,13.45 km/kg,100000,Second Owner,Individual,250000
Honda Civic 1.8 V AT,2009,Petrol,Automatic,1799 CC,130 bhp,172Nm@ 4300rpm,5,12.9 kmpl,40000,Third Owner,Individual,280000
Mahindra Xylo D2,2010,Diesel,Manual,2489 CC,95 bhp,220Nm at 1400-2600 rpm,8,13.0 kmpl,100000,First Owner,Individual,300000
Tata Safari Storme LX,2016,Diesel,Manual,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,5,14.1 kmpl,120000,First Owner,Individual,900000
Maruti Zen Estilo VXI BSIV,2014,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,19.0 kmpl,60000,First Owner,Individual,190000
Mahindra Bolero Power Plus Plus AC BSIV PS,2019,Diesel,Manual,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9,15.96 kmpl,2000,First Owner,Individual,800000
Mahindra Scorpio EX,2012,Diesel,Manual,2523 CC,75 bhp,200Nm@ 1400-2200rpm,8,14.0 kmpl,100000,First Owner,Individual,450000
Mahindra Xylo D2 BS III,2015,Diesel,Manual,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7,14.95 kmpl,110000,First Owner,Individual,400000
Tata New Safari Dicor VX 4X2 BS IV,2009,Diesel,Manual,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7,13.93 kmpl,90000,Second Owner,Individual,150000
Tata Indigo CR4,2011,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,84321,First Owner,Individual,200000
Mahindra XUV500 W8 AWD,2013,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,177000,First Owner,Individual,600000
Tata Indica Vista Aqua 1.3 Quadrajet,2010,Diesel,Manual,1248 CC,75 bhp,190 Nm at 1750  rpm ,5,18.0 kmpl,60000,First Owner,Individual,175000
Tata Indigo CS LE (TDI) BS-III,2008,Diesel,Manual,1396 CC,69 bhp,135Nm@ 2500rpm,5,19.09 kmpl,205000,Second Owner,Individual,99000
Hyundai i10 Asta,2008,Petrol,Manual,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5,20.36 kmpl,70000,Second Owner,Individual,215000
Maruti Omni E 8 Str STD,2011,Petrol,Manual,,,,,,70000,Third Owner,Individual,190000
Renault Duster 110PS Diesel RxL,2013,Diesel,Manual,1461 CC,108.45 bhp,248Nm@ 2250rpm,5,19.01 kmpl,126000,Second Owner,Individual,520000
Ford Endeavour 3.2 Titanium AT 4X4,2016,Diesel,Automatic,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7,10.91 kmpl,120000,Second Owner,Individual,2280000
Tata Indica Vista TDI LS,2015,Diesel,Manual,1405 CC,70 bhp,135.4Nm@ 2500rpm,5,19.1 kmpl,70000,First Owner,Individual,285000
Mahindra TUV 300 T4 Plus,2017,Diesel,Manual,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,18.49 kmpl,82000,First Owner,Individual,660000
Maruti 800 Std,2004,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,110000,Third Owner,Individual,31504
Maruti Swift Dzire VXI,2015,Petrol,Manual,1197 CC,83.14 bhp,115Nm@ 4000rpm,5,20.85 kmpl,45000,Second Owner,Individual,515000
Nissan Sunny Diesel XL,2012,Diesel,Manual,1461 CC,84.8 bhp,200Nm@ 2000rpm,5,21.64 kmpl,70000,Second Owner,Individual,295000
Nissan Terrano XL 85 PS,2015,Diesel,Manual,1461 CC,83.8 bhp,200Nm@ 1900rpm,5,20.45 kmpl,80000,Second Owner,Individual,700000
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,Diesel,Manual,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7,15.4 kmpl,45000,First Owner,Individual,1100000
Hyundai EON 1.0 Era Plus,2017,Petrol,Manual,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5,20.3 kmpl,60000,First Owner,Individual,300000
